"tips","max_crep","Order","Family","Genus"
"Saimiri_boliviensis","diurnal","Primates","Cebidae","Saimiri"
"Saimiri_oerstedii","diurnal","Primates","Cebidae","Saimiri"
"Saimiri_sciureus","diurnal","Primates","Cebidae","Saimiri"
"Saimiri_ustus","diurnal","Primates","Cebidae","Saimiri"
"Saimiri_vanzolinii","diurnal","Primates","Cebidae","Saimiri"
"Salanoia_concolor","diurnal","Carnivora","Eupleridae","Salanoia"
"Salinomys_delicatus","nocturnal","Rodentia","Cricetidae","Salinomys"
"Salpingotulus_michaelis","nocturnal","Rodentia","Dipodidae","Salpingotulus"
"Salpingotus_crassicauda","nocturnal","Rodentia","Dipodidae","Salpingotus"
"Salpingotus_heptneri","nocturnal","Rodentia","Dipodidae","Salpingotus"
"Salpingotus_kozlovi","nocturnal","Rodentia","Dipodidae","Salpingotus"
"Salpingotus_pallidus","nocturnal","Rodentia","Dipodidae","Salpingotus"
"Santamartamys_rufodorsalis","nocturnal","Rodentia","Echimyidae","Santamartamys"
"Sarcophilus_harrisii","nocturnal","Dasyuromorphia","Dasyuridae","Sarcophilus"
"Sauromys_petrophilus","nocturnal","Chiroptera","Molossidae","Sauromys"
"Saxatilomys_paulinae","nocturnal","Rodentia","Muridae","Saxatilomys"
"Scalopus_aquaticus","cathemeral","Eulipotyphla","Talpidae","Scalopus"
"Scapanus_latimanus","cathemeral","Eulipotyphla","Talpidae","Scapanus"
"Scapanus_orarius","cathemeral","Eulipotyphla","Talpidae","Scapanus"
"Scapanus_townsendii","cathemeral","Eulipotyphla","Talpidae","Scapanus"
"Scapteromys_aquaticus","nocturnal","Rodentia","Cricetidae","Scapteromys"
"Scapteromys_tumidus","nocturnal","Rodentia","Cricetidae","Scapteromys"
"Sciurillus_pusillus","diurnal","Rodentia","Sciuridae","Sciurillus"
"Sciurocheirus_alleni","nocturnal","Primates",NA,NA
"Sciurocheirus_gabonensis","nocturnal","Primates",NA,NA
"Sciurotamias_davidianus","diurnal","Rodentia","Sciuridae","Sciurotamias"
"Sciurotamias_forresti","diurnal","Rodentia","Sciuridae","Sciurotamias"
"Sciurus_aberti","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_aestuans","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_alleni","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_anomalus","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_arizonensis","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_aureogaster","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_carolinensis","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_colliaei","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_deppei","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_flammifer","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_gilvigularis","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_granatensis","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_griseus","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_ignitus","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_igniventris","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_lis","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_nayaritensis","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_niger","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_oculatus","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_pucheranii","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_pyrrhinus","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_richmondi","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_sanborni","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_spadiceus","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_stramineus","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_variegatoides","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_vulgaris","diurnal","Rodentia","Sciuridae","Sciurus"
"Sciurus_yucatanensis","diurnal","Rodentia","Sciuridae","Sciurus"
"Scleronycteris_ega","nocturnal","Chiroptera","Phyllostomidae","Scleronycteris"
"Scolomys_melanops","nocturnal","Rodentia","Cricetidae","Scolomys"
"Scolomys_ucayalensis","nocturnal","Rodentia","Cricetidae","Scolomys"
"Scoteanax_rueppellii","nocturnal","Chiroptera","Vespertilionidae","Scoteanax"
"Scotinomys_teguina","diurnal","Rodentia","Cricetidae","Scotinomys"
"Scotinomys_xerampelinus","diurnal","Rodentia","Cricetidae","Scotinomys"
"Scotoecus_albofuscus","nocturnal","Chiroptera","Vespertilionidae","Scotoecus"
"Scotoecus_hirundo","nocturnal","Chiroptera","Vespertilionidae","Scotoecus"
"Scotoecus_pallidus","nocturnal","Chiroptera","Vespertilionidae","Scotoecus"
"Scotomanes_ornatus","nocturnal","Chiroptera","Vespertilionidae","Scotomanes"
"Scotonycteris_ophiodon","nocturnal","Chiroptera","Pteropodidae","Scotonycteris"
"Scotonycteris_zenkeri","nocturnal","Chiroptera","Pteropodidae","Scotonycteris"
"Scotophilus_borbonicus","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_celebensis","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_collinus","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_dinganii","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_heathii","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_kuhlii","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_leucogaster","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_marovaza","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_nigrita","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_nucella","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_nux","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_robustus","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_tandrefana","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
"Scotophilus_viridis","nocturnal","Chiroptera","Vespertilionidae","Scotophilus"
