"Species_name","Parvorder","Diel_Pattern_2","Diel_Pattern","New_Pattern","Confidence","tips","column","value"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4.1","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4.2","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4.3","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf4.4","cathemeral/crepuscular"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5.1","diurnal"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5.2","diurnal"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5.3","diurnal"
"Tursiops truncatus","Odontoceti","Diurnal/crepuscular","crepuscular","","5,5,5,5,5,4,4,4,3,3,4,3,2,2","Tursiops_truncatus","Conf5.4","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3.1","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3.2","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3.3","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf3.4","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf4.1","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf4.2","cathemeral"
"Ziphius cavirostris","Odontoceti","Cathemeral","cathemeral","cathemeral","4,4,4,4,3,3,3,3","Ziphius_cavirostris","Conf4.3","cathemeral"
