"Species_name","Order","Suborder","Parvorder","Family","Diel_Pattern","max_crep","max_dinoc","Confidence","tips"
"Puma concolor","Carnivora","idk","non-cetacean","Felidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Puma_concolor"
"Puma yagouaroundi","Carnivora","idk","non-cetacean","Felidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Puma_yagouaroundi"
"Punomys lemminus","Rodentia","idk","non-cetacean","Cricetidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Punomys_lemminus"
"Pygathrix nemaeus","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Pygathrix_nemaeus"
"Pygathrix nemaeus","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Pygathrix_nemaeus"
"Pygeretmus platyurus","Rodentia","idk","non-cetacean","Dipodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Pygeretmus_platyurus"
"Pygeretmus pumilio","Rodentia","idk","non-cetacean","Dipodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Pygeretmus_pumilio"
"Pygeretmus pumilio","Rodentia","idk","non-cetacean","Dipodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Pygeretmus_pumilio"
"Rangifer tarandus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rangifer_tarandus"
"Rangifer tarandus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rangifer_tarandus"
"Rangifer tarandus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rangifer_tarandus"
"Raphicerus campestris","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Raphicerus_campestris"
"Raphicerus melanotis","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Raphicerus_melanotis"
"Raphicerus sharpei","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Raphicerus_sharpei"
"Rattus andamanensis","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_andamanensis"
"Rattus annandalei","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_annandalei"
"Rattus argentiventer","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_argentiventer"
"Rattus colletti","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_colletti"
"Rattus everetti","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_everetti"
"Rattus exulans","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_exulans"
"Rattus fuscipes","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_fuscipes"
"Rattus fuscipes","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_fuscipes"
"Rattus leucopus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_leucopus"
"Rattus lutreolus","Rodentia","idk","non-cetacean","Muridae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Rattus_lutreolus"
"Rattus lutreolus","Rodentia","idk","non-cetacean","Muridae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Rattus_lutreolus"
"Rattus norvegicus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_norvegicus"
"Rattus rattus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_rattus"
"Rattus sordidus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_sordidus"
"Rattus tiomanicus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_tiomanicus"
"Rattus tunneyi","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_tunneyi"
"Rattus verecundus","Rodentia","idk","non-cetacean","Muridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rattus_verecundus"
"Rattus villosissimus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rattus_villosissimus"
"Ratufa affinis","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Ratufa_affinis"
"Ratufa bicolor","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Ratufa_bicolor"
"Ratufa indica","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Ratufa_indica"
"Ratufa macroura","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Ratufa_macroura"
"Redunca arundinum","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Redunca_arundinum"
"Redunca fulvorufula","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Redunca_fulvorufula"
"Redunca redunca","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Redunca_redunca"
"Reithrodon auritus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Reithrodon_auritus"
"Reithrodon auritus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Reithrodon_auritus"
"Reithrodontomys brevirostris","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_brevirostris"
"Reithrodontomys burti","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_burti"
"Reithrodontomys chrysopsis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_chrysopsis"
"Reithrodontomys creper","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_creper"
"Reithrodontomys creper","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_creper"
"Reithrodontomys darienensis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_darienensis"
"Reithrodontomys fulvescens","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_fulvescens"
"Reithrodontomys fulvescens","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_fulvescens"
"Reithrodontomys gracilis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_gracilis"
"Reithrodontomys gracilis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_gracilis"
"Reithrodontomys hirsutus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_hirsutus"
"Reithrodontomys humulis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_humulis"
"Reithrodontomys humulis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_humulis"
"Reithrodontomys megalotis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_megalotis"
"Reithrodontomys megalotis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_megalotis"
"Reithrodontomys mexicanus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_mexicanus"
"Reithrodontomys mexicanus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_mexicanus"
"Reithrodontomys microdon","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_microdon"
"Reithrodontomys montanus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_montanus"
"Reithrodontomys paradoxus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_paradoxus"
"Reithrodontomys paradoxus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_paradoxus"
"Reithrodontomys raviventris","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_raviventris"
"Reithrodontomys raviventris","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_raviventris"
"Reithrodontomys rodriguezi","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_rodriguezi"
"Reithrodontomys spectabilis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_spectabilis"
"Reithrodontomys spectabilis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_spectabilis"
"Reithrodontomys sumichrasti","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_sumichrasti"
"Reithrodontomys sumichrasti","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_sumichrasti"
"Reithrodontomys tenuirostris","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_tenuirostris"
"Reithrodontomys zacatecae","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Reithrodontomys_zacatecae"
"Rhabdomys pumilio","Rodentia","idk","non-cetacean","Muridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhabdomys_pumilio"
"Rhabdomys pumilio","Rodentia","idk","non-cetacean","Muridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhabdomys_pumilio"
"Rheomys raptor","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Rheomys_raptor"
"Rhinoceros unicornis","Perissodactyla","idk","non-cetacean","Rhinocerotidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinoceros_unicornis"
"Rhinolophus blasii","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_blasii"
"Rhinolophus capensis","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_capensis"
"Rhinolophus clivosus","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_clivosus"
"Rhinolophus darlingi","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_darlingi"
"Rhinolophus denti","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_denti"
"Rhinolophus ferrumequinum","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_ferrumequinum"
"Rhinolophus hipposideros","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_hipposideros"
"Rhinolophus landeri","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_landeri"
"Rhinolophus megaphyllus","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_megaphyllus"
"Rhinolophus megaphyllus","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_megaphyllus"
"Rhinolophus philippinensis","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_philippinensis"
"Rhinolophus simulator","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_simulator"
"Rhinolophus swinnyi","Chiroptera","idk","non-cetacean","Rhinolophidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinolophus_swinnyi"
"Rhinonicteris aurantia","Chiroptera","idk","non-cetacean","Hipposideridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinonicteris_aurantia"
"Rhinophylla pumilio","Chiroptera","idk","non-cetacean","Phyllostomidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhinophylla_pumilio"
"Rhinopithecus avunculus","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhinopithecus_avunculus"
"Rhinopithecus avunculus","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhinopithecus_avunculus"
"Rhinopithecus bieti","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhinopithecus_bieti"
"Rhinopithecus bieti","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhinopithecus_bieti"
"Rhinopithecus brelichi","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhinopithecus_brelichi"
"Rhinopithecus brelichi","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhinopithecus_brelichi"
"Rhinopithecus roxellana","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhinopithecus_roxellana"
"Rhinopithecus roxellana","Primates","idk","non-cetacean","Cercopithecidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhinopithecus_roxellana"
"Rhinosciurus laticaudatus","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhinosciurus_laticaudatus"
"Rhipidomys austrinus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_austrinus"
"Rhipidomys caucensis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_caucensis"
"Rhipidomys couesi","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_couesi"
"Rhipidomys couesi","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_couesi"
"Rhipidomys fulviventer","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_fulviventer"
"Rhipidomys latimanus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_latimanus"
"Rhipidomys latimanus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_latimanus"
"Rhipidomys leucodactylus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_leucodactylus"
"Rhipidomys macconnelli","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_macconnelli"
"Rhipidomys mastacalis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_mastacalis"
"Rhipidomys mastacalis","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_mastacalis"
"Rhipidomys nitela","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_nitela"
"Rhipidomys nitela","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_nitela"
"Rhipidomys ochrogaster","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_ochrogaster"
"Rhipidomys venezuelae","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_venezuelae"
"Rhipidomys venustus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_venustus"
"Rhipidomys wetzeli","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhipidomys_wetzeli"
"Rhizomys sumatrensis","Rodentia","idk","non-cetacean","Spalacidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhizomys_sumatrensis"
"Rhombomys opimus","Rodentia","idk","non-cetacean","Muridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhombomys_opimus"
"Rhynchocyon chrysopygus","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhynchocyon_chrysopygus"
"Rhynchocyon cirnei","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhynchocyon_cirnei"
"Rhynchocyon petersi","Macroscelidea","idk","non-cetacean","Macroscelididae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rhynchocyon_petersi"
"Rhynchogale melleri","Carnivora","idk","non-cetacean","Herpestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhynchogale_melleri"
"Rhyncholestes raphanurus","Paucituberculata","idk","non-cetacean","Caenolestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhyncholestes_raphanurus"
"Rhyncholestes raphanurus","Paucituberculata","idk","non-cetacean","Caenolestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhyncholestes_raphanurus"
"Rhynchomys isarogensis","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhynchomys_isarogensis"
"Rhynchomys isarogensis","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhynchomys_isarogensis"
"Rhynchonycteris naso","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rhynchonycteris_naso"
"Romerolagus diazi","Lagomorpha","idk","non-cetacean","Leporidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Romerolagus_diazi"
"Romerolagus diazi","Lagomorpha","idk","non-cetacean","Leporidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Romerolagus_diazi"
"Romerolagus diazi","Lagomorpha","idk","non-cetacean","Leporidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Romerolagus_diazi"
"Romerolagus diazi","Lagomorpha","idk","non-cetacean","Leporidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Romerolagus_diazi"
"Rousettus aegyptiacus","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rousettus_aegyptiacus"
"Rousettus leschenaultii","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rousettus_leschenaultii"
"Rousettus madagascariensis","Chiroptera","idk","non-cetacean","Pteropodidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rousettus_madagascariensis"
"Rucervus duvaucelii","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rucervus_duvaucelii"
"Rucervus eldii","Artiodactyla","Ruminantia","non-cetacean","Cervidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Rucervus_eldii"
"Rupicapra pyrenaica","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rupicapra_pyrenaica"
"Rupicapra rupicapra","Artiodactyla","Ruminantia","non-cetacean","Bovidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Rupicapra_rupicapra"
"Rusa timorensis","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Rusa_timorensis"
"Rusa unicolor","Artiodactyla","Ruminantia","non-cetacean","Cervidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Rusa_unicolor"
"Saccolaimus flaviventris","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Saccolaimus_flaviventris"
"Saccolaimus mixtus","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Saccolaimus_mixtus"
"Saccolaimus peli","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Saccolaimus_peli"
"Saccolaimus saccolaimus","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Saccolaimus_saccolaimus"
"Saccopteryx bilineata","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Saccopteryx_bilineata"
"Saccopteryx canescens","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Saccopteryx_canescens"
"Saccopteryx gymnura","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Saccopteryx_gymnura"
"Saccopteryx leptura","Chiroptera","idk","non-cetacean","Emballonuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Saccopteryx_leptura"
"Saccostomus campestris","Rodentia","idk","non-cetacean","Nesomyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Saccostomus_campestris"
"Saccostomus campestris","Rodentia","idk","non-cetacean","Nesomyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Saccostomus_campestris"
"Saguinus bicolor","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_bicolor"
"Saguinus bicolor","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_bicolor"
"Saguinus fuscicollis","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_fuscicollis"
"Saguinus fuscicollis","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_fuscicollis"
"Saguinus geoffroyi","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_geoffroyi"
"Saguinus geoffroyi","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_geoffroyi"
"Saguinus imperator","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_imperator"
"Saguinus imperator","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_imperator"
"Saguinus inustus","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_inustus"
"Saguinus inustus","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_inustus"
"Saguinus labiatus","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_labiatus"
"Saguinus labiatus","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_labiatus"
"Saguinus leucopus","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_leucopus"
"Saguinus leucopus","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_leucopus"
"Saguinus midas","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_midas"
"Saguinus midas","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_midas"
"Saguinus mystax","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_mystax"
"Saguinus mystax","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_mystax"
"Saguinus nigricollis","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_nigricollis"
"Saguinus nigricollis","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_nigricollis"
"Saguinus oedipus","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_oedipus"
"Saguinus oedipus","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_oedipus"
"Saguinus tripartitus","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_tripartitus"
"Saguinus tripartitus","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saguinus_tripartitus"
"Saiga tatarica","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saiga_tatarica"
"Saimiri boliviensis","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saimiri_boliviensis"
"Saimiri boliviensis","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saimiri_boliviensis"
"Saimiri oerstedii","Primates","idk","non-cetacean","Cebidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Saimiri_oerstedii"
