"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel_confidence","diel2","genome"
"145","alphestes multiguttatus","Alphestes multiguttatus",FALSE,968037,FALSE,"",1,"Alphestes_multiguttatus","Alphestes","Serranidae","Perciformes/Serranoidei","nocturnal",1,"nocturnal",""
"146","altolamprologus calvus","Altolamprologus calvus",FALSE,220778,FALSE,"",1,"Altolamprologus_calvus","Altolamprologus","Cichlidae","Cichliformes","crepuscular/nocturnal",5,"crepuscular",""
"147","altolamprologus compressiceps","Altolamprologus compressiceps",FALSE,220780,FALSE,"",1,"Altolamprologus_compressiceps","Altolamprologus","Cichlidae","Cichliformes","unclear",5,"unknown",""
"149","aluterus heudelotii","Aluterus heudelotii",FALSE,3631295,FALSE,"",1,"Aluterus_heudelotii","Aluterus","Monacanthidae","Tetraodontiformes","diurnal",1,"diurnal",""
"150","aluterus monoceros","Aluterus monoceros",FALSE,11471,FALSE,"",1,"Aluterus_monoceros","Aluterus","Monacanthidae","Tetraodontiformes","crepuscular/nocturnal",2,"crepuscular",""
"151","aluterus schoepfii","Aluterus schoepfii",FALSE,222851,FALSE,"",1,"Aluterus_schoepfii","Aluterus","Monacanthidae","Tetraodontiformes","unclear",2,"unknown",""
"152","aluterus scriptus","Aluterus scriptus",FALSE,959206,FALSE,"",1,"Aluterus_scriptus","Aluterus","Monacanthidae","Tetraodontiformes","diurnal",2,"diurnal",""
"153","amanses scopas","Amanses scopas",FALSE,891849,FALSE,"",1,"Amanses_scopas","Amanses","Monacanthidae","Tetraodontiformes","diurnal",2,"diurnal",""
"154","amatitlania nigrofasciata","Amatitlania nigrofasciata",FALSE,170115,FALSE,"",1,"Amatitlania_nigrofasciata","Amatitlania","Cichlidae","Cichliformes","diurnal",5,"diurnal",""
"155","ambassis agassizii","Ambassis agassizii",FALSE,187223,FALSE,"incertae_sedis_inherited",1,"Ambassis_agassizii","Ambassis","Ambassidae","Ovalentaria/misc","nocturnal",1,"nocturnal",""
"156","ambassis commersonii","Ambassis ambassis",FALSE,252563,TRUE,"incertae_sedis_inherited",1,"Ambassis_ambassis","Ambassis","Ambassidae","Ovalentaria/misc","crepuscular",3,"crepuscular",""
"157","ambassis gymnocephalus","Ambassis gymnocephalus",FALSE,551273,FALSE,"incertae_sedis_inherited",1,"Ambassis_gymnocephalus","Ambassis","Ambassidae","Ovalentaria/misc","diurnal",2,"diurnal",""
"158","ambassis interrupta","Ambassis interrupta",FALSE,912397,FALSE,"incertae_sedis_inherited",1,"Ambassis_interrupta","Ambassis","Ambassidae","Ovalentaria/misc","nocturnal",2,"nocturnal",""
"159","ambassis jacksoniensis","Ambassis jacksoniensis",FALSE,72194,FALSE,"incertae_sedis_inherited",1,"Ambassis_jacksoniensis","Ambassis","Ambassidae","Ovalentaria/misc","nocturnal",2,"nocturnal",""
"160","ambassis lala","Parambassis lala",FALSE,5341613,TRUE,"incertae_sedis_inherited",1,"Parambassis_lala","Parambassis","Ambassidae","Ovalentaria/misc","nocturnal",1,"nocturnal",""
"161","ambassis vachellii","Ambassis vachellii",FALSE,3634787,FALSE,"incertae_sedis_inherited",1,"Ambassis_vachellii","Ambassis","Ambassidae","Ovalentaria/misc","unclear/nocturnal",3,"nocturnal",""
"162","ambloplites rupestris","Ambloplites rupestris",FALSE,280003,FALSE,"",1,"Ambloplites_rupestris","Ambloplites","Centrarchidae","Centrarchiformes","diurnal",4,"diurnal",""
"163","amblyceps foratum","Amblyceps foratum",FALSE,516669,FALSE,"",1,"Amblyceps_foratum","Amblyceps","Amblycipitidae","Siluriformes","nocturnal",3,"nocturnal",""
"164","amblycirrhitus earnshawi","Amblycirrhitus earnshawi",FALSE,3635301,FALSE,"",1,"Amblycirrhitus_earnshawi","Amblycirrhitus","Cirrhitidae","Centrarchiformes","diurnal",1,"diurnal",""
"165","amblycirrhitus pinos","Amblycirrhitus pinos",FALSE,1087028,FALSE,"",1,"Amblycirrhitus_pinos","Amblycirrhitus","Cirrhitidae","Centrarchiformes","diurnal",3,"diurnal",""
"166","amblyeleotris steinitzi","Amblyeleotris steinitzi",FALSE,1039134,FALSE,"",1,"Amblyeleotris_steinitzi","Amblyeleotris","Gobiidae","Gobiiformes","diurnal",2,"diurnal",""
"167","amblygobius albimaculatus","Amblygobius albimaculatus",FALSE,45161,FALSE,"",1,"Amblygobius_albimaculatus","Amblygobius","Gobiidae","Gobiiformes","diurnal",3,"diurnal",""
"168","amblygobius hectori","Koumansetta hectori",FALSE,560759,TRUE,"",1,"Koumansetta_hectori","Koumansetta","Gobiidae","Gobiiformes","diurnal",3,"diurnal",""
"169","amblygobius phalaena","Amblygobius phalaena",FALSE,617146,FALSE,"",1,"Amblygobius_phalaena","Amblygobius","Gobiidae","Gobiiformes","diurnal",2,"diurnal",""
"170","amblygobius tekomaji","Amblygobius tekomaji",FALSE,3637322,FALSE,"",1,"Amblygobius_tekomaji","Amblygobius","Gobiidae","Gobiiformes","diurnal",2,"diurnal",""
"171","amblypharyngodon melettinus","Amblypharyngodon melettinus",FALSE,889943,FALSE,"",1,"Amblypharyngodon_melettinus","Amblypharyngodon","Danionidae","Cypriniformes","crepuscular/diurnal",3,"crepuscular",""
"172","amblyraja hyperborea","Amblyraja hyperborea",FALSE,619899,FALSE,"",1,"Amblyraja_hyperborea","Amblyraja","Rajidae","Rajiformes","unclear",4,"unknown",""
"173","ameiurus melas","Ameiurus melas",FALSE,343941,FALSE,"",1,"Ameiurus_melas","Ameiurus","Ictaluridae","Siluriformes","nocturnal",3,"nocturnal",""
"174","ameiurus natalis","Ameiurus natalis",FALSE,362803,FALSE,"",1,"Ameiurus_natalis","Ameiurus","Ictaluridae","Siluriformes","nocturnal",1,"nocturnal",""
"175","ameiurus nebulosus","Ameiurus nebulosus",FALSE,804481,FALSE,"",1,"Ameiurus_nebulosus","Ameiurus","Ictaluridae","Siluriformes","nocturnal",1,"nocturnal",""
"176","amia calva","Amia calva",FALSE,329623,FALSE,"",1,"Amia_calva","Amia","Amiidae","Amiiformes","unclear",5,"unknown","GCA 017591415.1"
"177","ammocryptocharax elegans","Ammocryptocharax elegans",FALSE,3624718,FALSE,"",1,"Ammocryptocharax_elegans","Ammocryptocharax","Crenuchidae","Characiformes","diurnal",4,"diurnal",""
"178","ammodytes marinus","Ammodytes marinus",FALSE,289452,FALSE,"",1,"Ammodytes_marinus","Ammodytes","Ammodytidae","Perciformes/Uranoscopoidei","diurnal",4,"diurnal",""
"179","ammodytes personatus","Ammodytes personatus",FALSE,408403,FALSE,"",1,"Ammodytes_personatus","Ammodytes","Ammodytidae","Perciformes/Uranoscopoidei","crepuscular",4,"crepuscular",""
"180","ammodytes tobianus","Ammodytes tobianus",FALSE,109648,FALSE,"",1,"Ammodytes_tobianus","Ammodytes","Ammodytidae","Perciformes/Uranoscopoidei","diurnal",3,"diurnal",""
"181","ammodytoides gilli","Ammodytoides gilli",FALSE,3639844,FALSE,"",1,"Ammodytoides_gilli","Ammodytoides","Ammodytidae","Perciformes/Uranoscopoidei","unclear",1,"unknown",""
"182","amniataba caudavittata","Amniataba caudavittata",FALSE,980537,FALSE,"",1,"Amniataba_caudavittata","Amniataba","Terapontidae","Centrarchiformes","diurnal",2,"diurnal",""
"183","amniataba percoides","Amniataba percoides",FALSE,165026,FALSE,"",1,"Amniataba_percoides","Amniataba","Terapontidae","Centrarchiformes","diurnal",2,"diurnal",""
"184","amoya moloanus","Acentrogobius moloanus",FALSE,3637263,TRUE,"",1,"Acentrogobius_moloanus","Acentrogobius","Gobiidae","Gobiiformes","diurnal",3,"diurnal",""
"185","amphelikturus dendriticus","Amphelikturus dendriticus",FALSE,436178,FALSE,"",1,"Amphelikturus_dendriticus","Amphelikturus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"186","amphichthys cryptocentrus","Amphichthys cryptocentrus",FALSE,55146,FALSE,"",1,"Amphichthys_cryptocentrus","Amphichthys","Batrachoididae","Batrachoidiformes","nocturnal",3,"nocturnal",""
"187","amphilius natalensis","Amphilius natalensis",FALSE,3623282,FALSE,"",1,"Amphilius_natalensis","Amphilius","Amphiliidae","Siluriformes","nocturnal",2,"nocturnal",""
"188","amphilius uranoscopus","Amphilius uranoscopus",FALSE,3623292,FALSE,"",1,"Amphilius_uranoscopus","Amphilius","Amphiliidae","Siluriformes","nocturnal",4,"nocturnal",""
"189","amphiprion bicinctus","Amphiprion bicinctus",FALSE,274300,FALSE,"incertae_sedis_inherited",1,"Amphiprion_bicinctus","Amphiprion","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"190","amphiprion melanopus","Amphiprion melanopus",FALSE,45635,FALSE,"incertae_sedis_inherited",1,"Amphiprion_melanopus","Amphiprion","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"191","amphiprion ocellaris","Amphiprion ocellaris",FALSE,674643,FALSE,"incertae_sedis_inherited",1,"Amphiprion_ocellaris","Amphiprion","Pomacentridae","Ovalentaria/misc","diurnal",5,"diurnal","ENSEMBL, GCF 002776465.1"
"192","amphiprion percula","Amphiprion percula",FALSE,681007,FALSE,"incertae_sedis_inherited",1,"Amphiprion_percula","Amphiprion","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal","ENSEMBL, GCA 003047355.2"
"193","amphiprion perideraion","Amphiprion perideraion",FALSE,674640,FALSE,"incertae_sedis_inherited",1,"Amphiprion_perideraion","Amphiprion","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"194","anabas scandens","Anabas testudineus",FALSE,896431,TRUE,"",1,"Anabas_testudineus","Anabas","Anabantidae","Anabantiformes","diurnal",1,"diurnal",""
"196","anableps anableps","Anableps anableps",FALSE,349121,FALSE,"",1,"Anableps_anableps","Anableps","Anablepidae","Cyprinodontiformes","diurnal",3,"diurnal",""
"197","anacanthus barbatus","Anacanthus barbatus",FALSE,973168,FALSE,"",1,"Anacanthus_barbatus","Anacanthus","Monacanthidae","Tetraodontiformes","nocturnal",2,"nocturnal",""
"198","anampses caeruleopunctatus","Anampses caeruleopunctatus",FALSE,372276,FALSE,"",1,"Anampses_caeruleopunctatus","Anampses","Labridae","Eupercaria/misc","diurnal",2,"diurnal",""
"199","anampses meleagrides","Anampses meleagrides",FALSE,714748,FALSE,"",1,"Anampses_meleagrides","Anampses","Labridae","Eupercaria/misc","diurnal",2,"diurnal",""
"200","anampses neoguinaicus","Anampses neoguinaicus",FALSE,372273,FALSE,"",1,"Anampses_neoguinaicus","Anampses","Labridae","Eupercaria/misc","diurnal",2,"diurnal",""
"201","anampses twistii","Anampses twistii",FALSE,762167,FALSE,"",1,"Anampses_twistii","Anampses","Labridae","Eupercaria/misc","diurnal",2,"diurnal",""
"202","anarchias euryurus","Anarchias euryurus",FALSE,3643744,FALSE,"",1,"Anarchias_euryurus","Anarchias","Muraenidae","Anguilliformes","unclear",1,"unknown",""
"203","anarchias galapagensis","Anarchias galapagensis",FALSE,3643742,FALSE,"",1,"Anarchias_galapagensis","Anarchias","Muraenidae","Anguilliformes","nocturnal",1,"nocturnal",""
"204","anarchias longicaudis","Anarchias longicaudis",FALSE,3643740,FALSE,"",1,"Anarchias_longicaudis",NA,NA,NA,"unclear",1,"unknown",""
"205","anarchias similis","Anarchias similis",FALSE,3643738,FALSE,"",1,"Anarchias_similis","Anarchias","Muraenidae","Anguilliformes","unclear",1,"unknown",""
"206","anarchopterus criniger","Anarchopterus criniger",FALSE,3642342,FALSE,"",1,"Anarchopterus_criniger","Anarchopterus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"207","anarchopterus tectus","Anarchopterus tectus",FALSE,3642323,FALSE,"",1,"Anarchopterus_tectus","Anarchopterus","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"208","anarrhichthys ocellatus","Anarrhichthys ocellatus",FALSE,714035,FALSE,"",1,"Anarrhichthys_ocellatus","Anarrhichthys","Anarhichadidae","Perciformes/Zoarcoidei","nocturnal",3,"nocturnal","GCA 004355925.1"
"209","anchoa hepsetus","Anchoa hepsetus",FALSE,482293,FALSE,"",1,"Anchoa_hepsetus","Anchoa","Engraulidae","Clupeiformes","crepuscular/diurnal",3,"crepuscular",""
"210","anchoa lyolepis","Anchoa lyolepis",FALSE,482306,FALSE,"",1,"Anchoa_lyolepis","Anchoa","Engraulidae","Clupeiformes","nocturnal",3,"nocturnal",""
"211","anchoa mitchilli","Anchoa mitchilli",FALSE,681352,FALSE,"",1,"Anchoa_mitchilli","Anchoa","Engraulidae","Clupeiformes","crepuscular/nocturnal",2,"crepuscular",""
"212","anchoa parva","Anchoa parva",FALSE,818392,FALSE,"",1,"Anchoa_parva","Anchoa","Engraulidae","Clupeiformes","nocturnal",2,"nocturnal",""
"213","anchoa tricolor","Anchoa tricolor",FALSE,3628532,FALSE,"",1,"Anchoa_tricolor","Anchoa","Engraulidae","Clupeiformes","diurnal",2,"diurnal",""
"214","anchovia clupeoides","Anchovia clupeoides",FALSE,610207,FALSE,"",1,"Anchovia_clupeoides","Anchovia","Engraulidae","Clupeiformes","crepuscular",2,"crepuscular",""
"215","ancistrus dolichopterus","Ancistrus dolichopterus",FALSE,439744,FALSE,"",1,"Ancistrus_dolichopterus","Ancistrus","Loricariidae","Siluriformes","nocturnal",1,"nocturnal",""
"216","ancistrus hoplogenys","Ancistrus hoplogenys",FALSE,3622609,FALSE,"",1,"Ancistrus_hoplogenys","Ancistrus","Loricariidae","Siluriformes","nocturnal",2,"nocturnal",""
"217","ancistrus ranunculus","Ancistrus ranunculus",FALSE,439749,FALSE,"",1,"Ancistrus_ranunculus","Ancistrus","Loricariidae","Siluriformes","nocturnal",3,"nocturnal",""
"218","ancistrus temmincki","Ancistrus temminckii",FALSE,3622559,TRUE,"",1,"Ancistrus_temminckii","Ancistrus","Loricariidae","Siluriformes","nocturnal",2,"nocturnal",""
"219","andinoacara coeruleopunctatus","Andinoacara coeruleopunctatus",FALSE,215146,FALSE,"",1,"Andinoacara_coeruleopunctatus","Andinoacara","Cichlidae","Cichliformes","diurnal",1,"diurnal",""
"220","andinoacara latifrons","Andinoacara latifrons",FALSE,334264,FALSE,"",1,"Andinoacara_latifrons","Andinoacara","Cichlidae","Cichliformes","diurnal",2,"diurnal",""
"221","anguilla anguilla","Anguilla anguilla",FALSE,854201,FALSE,"",1,"Anguilla_anguilla","Anguilla","Anguillidae","Anguilliformes","nocturnal",5,"nocturnal","GCA 000695075.1"
"222","anguilla australis","Anguilla australis",FALSE,479860,FALSE,"",1,"Anguilla_australis","Anguilla","Anguillidae","Anguilliformes","nocturnal",4,"nocturnal",""
"223","anguilla bicolor pacifica","Anguilla bicolor pacifica",FALSE,214538,FALSE,"infraspecific",2,"Anguilla_bicolor pacifica",NA,NA,NA,"nocturnal",4,"nocturnal",""
"224","anguilla dieffenbachii","Anguilla dieffenbachii",FALSE,214534,FALSE,"",1,"Anguilla_dieffenbachii","Anguilla","Anguillidae","Anguilliformes","nocturnal",4,"nocturnal",""
"225","anguilla japonica","Anguilla japonica",FALSE,854198,FALSE,"",1,"Anguilla_japonica","Anguilla","Anguillidae","Anguilliformes","nocturnal",4,"nocturnal","GCA 003597225.1"
"226","anguilla marmorata","Anguilla marmorata",FALSE,854208,FALSE,"",1,"Anguilla_marmorata","Anguilla","Anguillidae","Anguilliformes","nocturnal",1,"nocturnal","GCA 901111315.1"
"227","anguilla megastoma","Anguilla megastoma",FALSE,730874,FALSE,"",1,"Anguilla_megastoma","Anguilla","Anguillidae","Anguilliformes","nocturnal",4,"nocturnal","GCA 901111305.1"
"228","anguilla mossambica","Anguilla mossambica",FALSE,202969,FALSE,"",1,"Anguilla_mossambica","Anguilla","Anguillidae","Anguilliformes","nocturnal",1,"nocturnal",""
"229","anguilla rostrata","Anguilla rostrata",FALSE,854212,FALSE,"",1,"Anguilla_rostrata","Anguilla","Anguillidae","Anguilliformes","nocturnal",4,"nocturnal","GCA 001606085.1"
"231","anisotremus caesius","Anisotremus caesius",FALSE,689989,FALSE,"",1,"Anisotremus_caesius","Anisotremus","Haemulidae","Eupercaria/misc","nocturnal",1,"nocturnal",""
"232","anisotremus davidsonii","Anisotremus davidsonii",FALSE,272132,FALSE,"",1,"Anisotremus_davidsonii","Anisotremus","Haemulidae","Eupercaria/misc","nocturnal",3,"nocturnal",""
"233","anisotremus interruptus","Anisotremus interruptus",FALSE,115723,FALSE,"",1,"Anisotremus_interruptus","Anisotremus","Haemulidae","Eupercaria/misc","nocturnal",1,"nocturnal",""
"234","anisotremus moricandi","Anisotremus moricandi",FALSE,115725,FALSE,"",1,"Anisotremus_moricandi",NA,NA,NA,"diurnal",1,"diurnal",""
"235","anisotremus scapularis","Anisotremus scapularis",FALSE,115727,FALSE,"",1,"Anisotremus_scapularis","Anisotremus","Haemulidae","Eupercaria/misc","nocturnal",1,"nocturnal",""
"236","anisotremus surinamensis","Anisotremus surinamensis",FALSE,115716,FALSE,"",1,"Anisotremus_surinamensis","Anisotremus","Haemulidae","Eupercaria/misc","diurnal",1,"diurnal",""
"237","anisotremus taeniatus","Anisotremus taeniatus",FALSE,115718,FALSE,"",1,"Anisotremus_taeniatus","Anisotremus","Haemulidae","Eupercaria/misc","nocturnal",1,"nocturnal",""
"238","anisotremus virginicus","Anisotremus virginicus",FALSE,560752,FALSE,"",1,"Anisotremus_virginicus","Anisotremus","Haemulidae","Eupercaria/misc","nocturnal",3,"nocturnal",""
"239","anodontostoma chacunda","Anodontostoma chacunda",FALSE,441815,FALSE,"",1,"Anodontostoma_chacunda","Anodontostoma","Clupeidae","Clupeiformes","unclear",2,"unknown",""
"240","anomalops katoptron","Anomalops katoptron",FALSE,837707,FALSE,"",1,"Anomalops_katoptron","Anomalops","Anomalopidae","Trachichthyiformes","nocturnal",3,"nocturnal",""
"241","anoplarchus insignis","Anoplarchus insignis",FALSE,967630,FALSE,"",1,"Anoplarchus_insignis","Anoplarchus","Stichaeidae","Perciformes/Zoarcoidei","diurnal",1,"diurnal",""
"242","anoplogaster cornuta","Anoplogaster cornuta",FALSE,246418,FALSE,"",1,"Anoplogaster_cornuta","Anoplogaster","Anoplogastridae","Trachichthyiformes","nocturnal",1,"nocturnal","GCA 900683385.1"
"243","anoplopoma fimbria","Anoplopoma fimbria",FALSE,441856,FALSE,"",1,"Anoplopoma_fimbria","Anoplopoma","Anoplopomatidae","Perciformes/Cottoidei","diurnal",3,"diurnal","GCA 000499045.1"
"244","anoptichthys jordani","Astyanax jordani",FALSE,1044706,TRUE,"",1,"Astyanax_jordani","Astyanax","Characidae","Characiformes","unclear",5,"unknown",""
"245","anostomus intermedius","Petulanos intermedius",FALSE,4139021,TRUE,"",1,"Petulanos_intermedius","Petulanos","Anostomidae","Characiformes","diurnal",3,"diurnal",""
"246","anostomus ternetzi","Anostomus ternetzi",FALSE,518218,FALSE,"",1,"Anostomus_ternetzi","Anostomus","Anostomidae","Characiformes","diurnal",3,"diurnal",""
"247","antennarius commerson","Antennarius commerson",FALSE,1039145,FALSE,"",1,"Antennarius_commerson","Antennarius","Antennariidae","Lophiiformes","nocturnal",1,"nocturnal",""
"248","antennarius multiocellatus","Antennarius multiocellatus",FALSE,53892,FALSE,"",1,"Antennarius_multiocellatus","Antennarius","Antennariidae","Lophiiformes","diurnal",1,"diurnal",""
"249","antennarius pardalis","Antennarius pardalis",FALSE,3630233,FALSE,"",1,"Antennarius_pardalis","Antennarius","Antennariidae","Lophiiformes","nocturnal",1,"nocturnal",""
"250","antennarius pauciradiatus","Antennarius pauciradiatus",FALSE,827074,FALSE,"",1,"Antennarius_pauciradiatus","Antennarius","Antennariidae","Lophiiformes","nocturnal",1,"nocturnal",""
"251","antennatus bermudensis","Antennatus bermudensis",FALSE,388511,FALSE,"",1,"Antennatus_bermudensis",NA,NA,NA,"nocturnal",1,"nocturnal",""
"252","antennatus coccineus","Antennatus coccineus",FALSE,552613,FALSE,"",1,"Antennatus_coccineus",NA,NA,NA,"nocturnal",1,"nocturnal",""
"253","antennatus nummifer","Antennatus nummifer",FALSE,203276,FALSE,"",1,"Antennatus_nummifer",NA,NA,NA,"nocturnal",1,"nocturnal",""
"254","antennatus sanguineus","Antennatus sanguineus",FALSE,53906,FALSE,"",1,"Antennatus_sanguineus",NA,NA,NA,"unclear",1,"unknown",""
"255","antennatus strigatus","Antennatus strigatus",FALSE,3630239,FALSE,"",1,"Antennatus_strigatus","Antennatus","Antennariidae","Lophiiformes","unclear",1,"unknown",""
"256","anthias anthias","Anthias anthias",FALSE,1012253,FALSE,"",1,"Anthias_anthias","Anthias","Serranidae","Perciformes/Serranoidei","diurnal",2,"diurnal",""
"257","anthias nicholsi","Anthias nicholsi",FALSE,335647,FALSE,"",1,"Anthias_nicholsi","Anthias","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"258","antonogadus megalokynodon","Gaidropsarus biscayensis",FALSE,697139,TRUE,"",1,"Gaidropsarus_biscayensis","Gaidropsarus","Gaidropsaridae","Gadiformes","nocturnal",2,"nocturnal",""
"259","apareiodon ibitiensis","Apareiodon ibitiensis",FALSE,1044497,FALSE,"",1,"Apareiodon_ibitiensis","Apareiodon","Parodontidae","Characiformes","diurnal",4,"diurnal",""
"260","apareiodon piracicabae","Apareiodon piracicabae",FALSE,3624358,FALSE,"",1,"Apareiodon_piracicabae","Apareiodon","Parodontidae","Characiformes","diurnal",4,"diurnal",""
"261","apeltes quadracus","Apeltes quadracus",FALSE,591259,FALSE,"",1,"Apeltes_quadracus","Apeltes","Gasterosteidae","Perciformes/Gasterosteoidei","unclear",2,"unknown","Zuzanna"
"262","aphanius baeticus","Aphanius baeticus",FALSE,3641743,FALSE,"",1,"Aphanius_baeticus",NA,NA,NA,"diurnal",2,"diurnal",""
"263","aphanius fasciatus","Aphanius fasciatus",FALSE,763270,FALSE,"",1,"Aphanius_fasciatus","Aphanius","Aphaniidae","Cyprinodontiformes","diurnal",3,"diurnal",""
"264","aphareus furca","Aphareus furca",FALSE,747854,FALSE,"",1,"Aphareus_furca","Aphareus","Lutjanidae","Eupercaria/misc","diurnal",2,"diurnal",""
