"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel2","diel_confidence","genome","NEW"
"1451","decodon puellaris","Decodon puellaris",FALSE,919227,FALSE,"",1,"Decodon_puellaris","Decodon","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1452","deltentosteus collonianus","Deltentosteus collonianus",FALSE,845759,FALSE,"",1,"Deltentosteus_collonianus","Deltentosteus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"1453","deltentosteus quadrimaculatus","Deltentosteus quadrimaculatus",FALSE,678454,FALSE,"",1,"Deltentosteus_quadrimaculatus","Deltentosteus","Gobiidae","Gobiiformes","crepuscular/diurnal","crepuscular",3,"",""
"1454","dendrochirus biocellatus","Dendrochirus biocellatus",FALSE,917256,FALSE,"",1,"Dendrochirus_biocellatus","Dendrochirus","Scorpaenidae","Perciformes/Scorpaenoidei","diurnal","diurnal",2,"",""
"1455","dendrochirus brachypterus","Dendrochirus brachypterus",FALSE,1075156,FALSE,"",1,"Dendrochirus_brachypterus","Dendrochirus","Scorpaenidae","Perciformes/Scorpaenoidei","nocturnal","nocturnal",4,"","HIGHER_CONF"
"1456","dendrochirus zebra","Dendrochirus zebra",FALSE,1013556,FALSE,"",1,"Dendrochirus_zebra","Dendrochirus","Scorpaenidae","Perciformes/Scorpaenoidei","diurnal","diurnal",2,"",""
"1457","dendroscorpaena cirrhosa","Scorpaenopsis cirrosa",FALSE,137645,TRUE,"",1,"Scorpaenopsis_cirrosa","Scorpaenopsis","Scorpaenidae","Perciformes/Scorpaenoidei","nocturnal","nocturnal",3,"","NEW_SPECIES"
"1458","dentex angolensis","Dentex angolensis",FALSE,139712,FALSE,"sibling_higher",1,"Dentex_angolensis","Dentex","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1459","dentex barnardi","Dentex barnardi",FALSE,3634698,FALSE,"sibling_higher",1,"Dentex_barnardi","Dentex","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1460","dentex canariensis","Dentex canariensis",FALSE,838082,FALSE,"sibling_higher",1,"Dentex_canariensis","Dentex","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1461","dentex dentex","Dentex dentex",FALSE,759888,FALSE,"sibling_higher",1,"Dentex_dentex","Dentex","Sparidae","Eupercaria/misc","crepuscular/diurnal","crepuscular",1,"",""
"1462","dentex gibbosus","Dentex gibbosus",FALSE,838079,FALSE,"sibling_higher",1,"Dentex_gibbosus","Dentex","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1463","dentex hypselosomus","Dentex hypselosomus",FALSE,823824,FALSE,"sibling_higher",1,"Dentex_hypselosomus","Dentex","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1464","dentex macrophthalmus","Dentex macrophthalmus",FALSE,819083,FALSE,"sibling_higher",1,"Dentex_macrophthalmus","Dentex","Sparidae","Eupercaria/misc","crepuscular/nocturnal","crepuscular",1,"",""
"1465","dentex maroccanus","Dentex maroccanus",FALSE,819077,FALSE,"sibling_higher",1,"Dentex_maroccanus","Dentex","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1466","denticetopsis epa","Denticetopsis epa",FALSE,3624255,FALSE,"",1,"Denticetopsis_epa","Denticetopsis","Cetopsidae","Siluriformes","crepuscular/nocturnal","crepuscular",4,"","HIGHER_CONF"
"1467","denticetopsis seducta","Denticetopsis seducta",FALSE,3624213,FALSE,"",1,"Denticetopsis_seducta","Denticetopsis","Cetopsidae","Siluriformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"1468","derilissus altifrons","Derilissus altifrons",FALSE,3638684,FALSE,"",1,"Derilissus_altifrons","Derilissus","Gobiesocidae","Gobiesociformes","diurnal","diurnal",1,"",""
"1469","derilissus nanus","Derilissus nanus",FALSE,3638697,FALSE,"",1,"Derilissus_nanus","Derilissus","Gobiesocidae","Gobiesociformes","diurnal","diurnal",1,"",""
"1470","dermatolepis dermatolepis","Dermatolepis dermatolepis",FALSE,534156,FALSE,"",1,"Dermatolepis_dermatolepis","Dermatolepis","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",1,"",""
"1471","dermatolepis inermis","Dermatolepis inermis",FALSE,950945,FALSE,"",1,"Dermatolepis_inermis","Dermatolepis","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",1,"",""
"1472","deuterodon langei","Deuterodon langei",FALSE,3625360,FALSE,"",1,"Deuterodon_langei","Deuterodon","Characidae","Characiformes","diurnal","diurnal",2,"",""
"1474","diademichthys lineatus","Diademichthys lineatus",FALSE,5034,FALSE,"",1,"Diademichthys_lineatus","Diademichthys","Gobiesocidae","Gobiesociformes","diurnal","diurnal",1,"",""
"1476","dialommus fuscus","Dialommus fuscus",FALSE,3639279,FALSE,"",1,"Dialommus_fuscus","Dialommus","Labrisomidae","Blenniiformes","diurnal","diurnal",1,"",""
"1477","dialommus macrocephalus","Dialommus macrocephalus",FALSE,206351,FALSE,"",1,"Dialommus_macrocephalus","Dialommus","Labrisomidae","Blenniiformes","diurnal","diurnal",1,"",""
"1478","diancistrus typhlops","Diancistrus typhlops",FALSE,3630049,FALSE,"",1,"Diancistrus_typhlops","Diancistrus","Dinematichthyidae","Ophidiiformes","nocturnal","nocturnal",2,"",""
"1479","dianema longibarbis","Dianema longibarbis",FALSE,961400,FALSE,"",1,"Dianema_longibarbis","Dianema","Callichthyidae","Siluriformes","nocturnal","nocturnal",2,"",""
"1480","dianema urostriatum","Dianema urostriatum",FALSE,267133,FALSE,"",1,"Dianema_urostriatum","Dianema","Callichthyidae","Siluriformes","nocturnal","nocturnal",2,"",""
"1481","diaphus brachycephalus","Diaphus brachycephalus",FALSE,509814,FALSE,"",1,"Diaphus_brachycephalus","Diaphus","Myctophidae","Myctophiformes","nocturnal","nocturnal",3,"","NEW_SPECIES"
"1482","diaphus chrysorhynchus","Diaphus chrysorhynchus",FALSE,884776,FALSE,"",1,"Diaphus_chrysorhynchus","Diaphus","Myctophidae","Myctophiformes","unclear","unknown",2,"",""
"1483","diaphus danae","Diaphus danae",FALSE,3629427,FALSE,"",1,"Diaphus_danae","Diaphus","Myctophidae","Myctophiformes","crepuscular/nocturnal","crepuscular",3,"",""
"1484","diaphus dumerilii","Diaphus dumerilii",FALSE,747434,FALSE,"",1,"Diaphus_dumerilii","Diaphus","Myctophidae","Myctophiformes","nocturnal","nocturnal",3,"","NEW_SPECIES"
"1485","diaphus garmani","Diaphus garmani",FALSE,3629456,FALSE,"",1,"Diaphus_garmani","Diaphus","Myctophidae","Myctophiformes","nocturnal","nocturnal",2,"",""
"1486","diaphus kuroshio","Diaphus kuroshio",FALSE,3629418,FALSE,"",1,"Diaphus_kuroshio","Diaphus","Myctophidae","Myctophiformes","nocturnal","nocturnal",2,"","NEW_SPECIES"
"1487","diaphus luetkeni","Diaphus luetkeni",FALSE,871574,FALSE,"",1,"Diaphus_luetkeni","Diaphus","Myctophidae","Myctophiformes","nocturnal","nocturnal",3,"","NEW_SPECIES"
"1488","diaphus pacificus","Diaphus pacificus",FALSE,3629466,FALSE,"",1,"Diaphus_pacificus","Diaphus","Myctophidae","Myctophiformes","nocturnal","nocturnal",2,"","NEW_SPECIES"
"1489","diaphus schmidti","Diaphus schmidti",FALSE,3629455,FALSE,"",1,"Diaphus_schmidti","Diaphus","Myctophidae","Myctophiformes","crepuscular/nocturnal","crepuscular",3,"",""
"1490","diapterus auratus","Diapterus auratus",FALSE,848857,FALSE,"sibling_higher",1,"Diapterus_auratus","Diapterus","Gerreidae","Eupercaria/misc","diurnal","diurnal",2,"",""
"1491","dicentrarchus labrax","Dicentrarchus labrax",FALSE,3549,FALSE,"",1,"Dicentrarchus_labrax","Dicentrarchus","Moronidae","Eupercaria/misc","diurnal","diurnal",5,"ENSEMBL, GCA 000689215.1",""
"1492","dichistius capensis","Dichistius capensis",FALSE,1036694,FALSE,"",1,"Dichistius_capensis","Dichistius","Dichistiidae","Centrarchiformes","nocturnal","nocturnal",1,"",""
"1493","dicologlossa cuneata","Dicologlossa cuneata",FALSE,805158,FALSE,"",1,"Dicologlossa_cuneata","Dicologlossa","Soleidae","Pleuronectiformes","crepuscular/nocturnal","crepuscular",1,"","NEW_SPECIES"
"1495","dictyosoma burgeri","Dictyosoma burgeri",FALSE,783192,FALSE,"",1,"Dictyosoma_burgeri","Dictyosoma","Stichaeidae","Perciformes/Zoarcoidei","unclear","unknown",4,"","NEW_SPECIES"
"1496","didogobius amicuscaridis","Didogobius amicuscaridis",FALSE,3638225,FALSE,"",1,"Didogobius_amicuscaridis","Didogobius","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1497","didogobius kochi","Didogobius kochi",FALSE,3638233,FALSE,"",1,"Didogobius_kochi","Didogobius","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1498","didogobius schlieweni","Didogobius schlieweni",FALSE,3638235,FALSE,"",1,"Didogobius_schlieweni","Didogobius","Gobiidae","Gobiiformes","crepuscular/nocturnal","crepuscular",1,"",""
"1499","didogobius wirtzi","Didogobius wirtzi",FALSE,3638231,FALSE,"",1,"Didogobius_wirtzi","Didogobius","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1500","dimidiochromis compressiceps","Dimidiochromis compressiceps",FALSE,677707,FALSE,"",1,"Dimidiochromis_compressiceps","Dimidiochromis","Cichlidae","Cichliformes","unclear","unknown",5,"",""
"1501","dinematichthys cayorum","Ogilbia cayorum",FALSE,3629934,TRUE,"",1,"Ogilbia_cayorum","Ogilbia","Dinematichthyidae","Ophidiiformes","nocturnal","nocturnal",1,"",""
"1502","dinolestes lewini","Dinolestes lewini",FALSE,1036691,FALSE,"",1,"Dinolestes_lewini","Dinolestes","Dinolestidae","Acropomatiformes","diurnal","diurnal",2,"",""
"1503","dinoperca petersi","Dinoperca petersi",FALSE,509232,FALSE,"",1,"Dinoperca_petersi","Dinoperca","Dinopercidae","Eupercaria/misc","nocturnal","nocturnal",2,"",""
"1504","diodon holocanthus","Diodon holocanthus",FALSE,166940,FALSE,"",1,"Diodon_holocanthus","Diodon","Diodontidae","Tetraodontiformes","nocturnal","nocturnal",2,"PRJNA597275",""
"1505","diodon hystrix","Diodon hystrix",FALSE,177748,FALSE,"",1,"Diodon_hystrix","Diodon","Diodontidae","Tetraodontiformes","crepuscular/nocturnal","crepuscular",1,"",""
"1506","diodon liturosus","Diodon liturosus",FALSE,1053624,FALSE,"",1,"Diodon_liturosus","Diodon","Diodontidae","Tetraodontiformes","nocturnal","nocturnal",2,"",""
"1507","diogenichthys atlanticus","Diogenichthys atlanticus",FALSE,785206,FALSE,"",1,"Diogenichthys_atlanticus","Diogenichthys","Myctophidae","Myctophiformes","nocturnal","nocturnal",2,"","NEW_SPECIES"
"1508","diogenichthys laternatus","Diogenichthys laternatus",FALSE,234117,FALSE,"",1,"Diogenichthys_laternatus","Diogenichthys","Myctophidae","Myctophiformes","nocturnal","nocturnal",2,"","NEW_SPECIES"
"1510","dionda dichroma","Tampichthys dichromus",FALSE,746102,TRUE,"",1,"Tampichthys_dichromus",NA,NA,NA,"diurnal","diurnal",2,"",""
"1511","diplecogaster bimaculata","Diplecogaster bimaculata",FALSE,751845,FALSE,"",1,"Diplecogaster_bimaculata","Diplecogaster","Gobiesocidae","Gobiesociformes","crepuscular/diurnal","crepuscular",1,"",""
"1512","diplecogaster ctenocrypta","Diplecogaster ctenocrypta",FALSE,3638553,FALSE,"",1,"Diplecogaster_ctenocrypta","Diplecogaster","Gobiesocidae","Gobiesociformes","diurnal","diurnal",1,"",""
"1513","diplectrum bivittatum","Diplectrum bivittatum",FALSE,3634089,FALSE,"",1,"Diplectrum_bivittatum","Diplectrum","Serranidae","Perciformes/Serranoidei","nocturnal","nocturnal",2,"",""
"1514","diplectrum formosum","Diplectrum formosum",FALSE,274741,FALSE,"",1,"Diplectrum_formosum","Diplectrum","Serranidae","Perciformes/Serranoidei","unclear","unknown",3,"","NEW_SPECIES"
"1515","diplectrum pacificum","Diplectrum pacificum",FALSE,791308,FALSE,"",1,"Diplectrum_pacificum","Diplectrum","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",1,"",""
"1516","diplectrum radiale","Diplectrum radiale",FALSE,924098,FALSE,"",1,"Diplectrum_radiale","Diplectrum","Serranidae","Perciformes/Serranoidei","diurnal","diurnal",1,"",""
"1517","diplobatis ommata","Diplobatis ommata",FALSE,773792,FALSE,"",1,"Diplobatis_ommata","Diplobatis","Narcinidae","Torpediniformes","nocturnal","nocturnal",1,"",""
"1518","diplodus annularis","Diplodus annularis",FALSE,984738,FALSE,"",1,"Diplodus_annularis","Diplodus","Sparidae","Eupercaria/misc","nocturnal","nocturnal",3,"",""
"1519","diplodus argenteus","Diplodus argenteus",FALSE,909656,FALSE,"",1,"Diplodus_argenteus","Diplodus","Sparidae","Eupercaria/misc","diurnal","diurnal",3,"",""
"1520","diplodus ascensionis","Diplodus ascensionis",FALSE,7650826,FALSE,"",2,"Diplodus_ascensionis","Diplodus","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1521","diplodus bellottii","Diplodus bellottii",FALSE,984735,FALSE,"",2,"Diplodus_bellottii","Diplodus","Sparidae","Eupercaria/misc","crepuscular/diurnal","crepuscular",1,"",""
"1522","diplodus bermudensis","Diplodus bermudensis",FALSE,743336,FALSE,"",1,"Diplodus_bermudensis","Diplodus","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1523","diplodus capensis","Diplodus capensis",FALSE,3634737,FALSE,"",1,"Diplodus_capensis","Diplodus","Sparidae","Eupercaria/misc","diurnal","diurnal",2,"","HIGHER_CONF"
"1524","diplodus caudimacula","Diplodus caudimacula",FALSE,7650827,FALSE,"",2,"Diplodus_caudimacula","Diplodus","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1525","diplodus cervinus","Diplodus cervinus",FALSE,528675,FALSE,"",1,"Diplodus_cervinus","Diplodus","Sparidae","Eupercaria/misc","crepuscular/diurnal","crepuscular",1,"",""
"1526","diplodus fasciatus","Diplodus fasciatus",FALSE,472730,FALSE,"",1,"Diplodus_fasciatus","Diplodus","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1527","diplodus helenae","Diplodus helenae",FALSE,7650828,FALSE,"",2,"Diplodus_helenae","Diplodus","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1528","diplodus holbrookii","Diplodus holbrookii",FALSE,743332,FALSE,"",1,"Diplodus_holbrookii","Diplodus","Sparidae","Eupercaria/misc","nocturnal","nocturnal",2,"",""
"1529","diplodus hottentotus","Diplodus hottentotus",FALSE,185783,FALSE,"",2,"Diplodus_hottentotus","Diplodus","Sparidae","Eupercaria/misc","diurnal","diurnal",2,"","NEW_SPECIES"
"1530","diplodus prayensis","Diplodus prayensis",FALSE,472742,FALSE,"",1,"Diplodus_prayensis","Diplodus","Sparidae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1531","diplodus puntazzo","Diplodus puntazzo",FALSE,984732,FALSE,"",1,"Diplodus_puntazzo","Diplodus","Sparidae","Eupercaria/misc","crepuscular/diurnal","crepuscular",5,"",""
"1532","diplodus sargus","Diplodus sargus",FALSE,239665,FALSE,"",1,"Diplodus_sargus","Diplodus","Sparidae","Eupercaria/misc","diurnal","diurnal",5,"",""
"1533","diplodus vulgaris","Diplodus vulgaris",FALSE,675213,FALSE,"",1,"Diplodus_vulgaris","Diplodus","Sparidae","Eupercaria/misc","unclear","unknown",3,"",""
"1534","diplogrammus pauciradiatus","Diplogrammus pauciradiatus",FALSE,4948903,FALSE,"",1,"Diplogrammus_pauciradiatus","Diplogrammus","Callionymidae","Callionymiformes","diurnal","diurnal",1,"",""
"1535","diplomystes camposensis","Diplomystes camposensis",FALSE,3622407,FALSE,"",1,"Diplomystes_camposensis","Diplomystes","Diplomystidae","Siluriformes","nocturnal","nocturnal",4,"",""
"1537","diplotaxodon limnothrissa","Diplotaxodon limnothrissa",FALSE,72847,FALSE,"",1,"Diplotaxodon_limnothrissa","Diplotaxodon","Cichlidae","Cichliformes","diurnal","diurnal",3,"",""
"1538","diproctacanthus xanthurus","Diproctacanthus xanthurus",FALSE,120299,FALSE,"",1,"Diproctacanthus_xanthurus","Diproctacanthus","Labridae","Eupercaria/misc","diurnal","diurnal",2,"",""
"1539","dipturus batis","Dipturus batis",FALSE,881959,FALSE,"",1,"Dipturus_batis","Dipturus","Rajidae","Rajiformes","nocturnal","nocturnal",4,"",""
"1540","dischistodus perspicillatus","Dischistodus perspicillatus",FALSE,431579,FALSE,"incertae_sedis_inherited",1,"Dischistodus_perspicillatus","Dischistodus","Pomacentridae","Ovalentaria/misc","nocturnal","nocturnal",2,"","NEW_SPECIES"
"1541","dischistodus pseudochrysopoecilus","Dischistodus pseudochrysopoecilus",FALSE,402650,FALSE,"incertae_sedis_inherited",1,"Dischistodus_pseudochrysopoecilus","Dischistodus","Pomacentridae","Ovalentaria/misc","diurnal","diurnal",2,"","NEW_SPECIES"
"1542","doederleinia berycoides","Doederleinia berycoides",FALSE,1005375,FALSE,"",1,"Doederleinia_berycoides","Doederleinia","Acropomatidae","Acropomatiformes","unclear","unknown",2,"",""
"1543","doratonotus megalepis","Doratonotus megalepis",FALSE,763958,FALSE,"",1,"Doratonotus_megalepis","Doratonotus","Labridae","Eupercaria/misc","diurnal","diurnal",1,"",""
"1544","dormitator maculatus","Dormitator maculatus",FALSE,78292,FALSE,"",1,"Dormitator_maculatus","Dormitator","Eleotridae","Gobiiformes","diurnal","diurnal",3,"",""
"1545","dorosoma cepedianum","Dorosoma cepedianum",FALSE,975202,FALSE,"",1,"Dorosoma_cepedianum","Dorosoma","Clupeidae","Clupeiformes","diurnal","diurnal",4,"",""
"1546","dorosoma petenense","Dorosoma petenense",FALSE,681330,FALSE,"",1,"Dorosoma_petenense","Dorosoma","Clupeidae","Clupeiformes","nocturnal","nocturnal",2,"",""
"1547","doryrhamphus excisus","Doryrhamphus excisus",FALSE,971452,FALSE,"",1,"Doryrhamphus_excisus","Doryrhamphus","Syngnathidae","Syngnathiformes","diurnal","diurnal",2,"",""
"1548","drepane punctata","Drepane punctata",FALSE,250267,FALSE,"",1,"Drepane_punctata","Drepane","Drepaneidae","Acanthuriformes","diurnal","diurnal",3,"",""
"1549","dules auriga","Serranus auriga",FALSE,875300,TRUE,"",1,"Serranus_auriga",NA,NA,NA,"diurnal","diurnal",1,"",""
"1550","dussumieria acuta","Dussumieria acuta",FALSE,100785,FALSE,"",1,"Dussumieria_acuta","Dussumieria","Dussumieriidae","Clupeiformes","diurnal","diurnal",3,"",""
"1551","dussumieria elopsoides","Dussumieria elopsoides",FALSE,949013,FALSE,"",1,"Dussumieria_elopsoides","Dussumieria","Dussumieriidae","Clupeiformes","diurnal","diurnal",1,"","NEW_SPECIES"
"1552","echelus myrus","Echelus myrus",FALSE,167824,FALSE,"",1,"Echelus_myrus","Echelus","Ophichthidae","Anguilliformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"1553","echeneis naucrates","Echeneis naucrates",FALSE,776562,FALSE,"",1,"Echeneis_naucrates","Echeneis","Echeneidae","Carangiformes","nocturnal","nocturnal",2,"GCF 900963305.1",""
"1554","echeneis neucratoides","Echeneis neucratoides",FALSE,204930,FALSE,"",1,"Echeneis_neucratoides","Echeneis","Echeneidae","Carangiformes","unclear","unknown",1,"",""
"1555","echidna catenata","Echidna catenata",FALSE,369657,FALSE,"",1,"Echidna_catenata","Echidna","Muraenidae","Anguilliformes","nocturnal","nocturnal",2,"",""
"1556","echidna nebulosa","Echidna nebulosa",FALSE,336372,FALSE,"",1,"Echidna_nebulosa","Echidna","Muraenidae","Anguilliformes","nocturnal","nocturnal",2,"",""
"1557","echidna nocturna","Echidna nocturna",FALSE,3643732,FALSE,"",1,"Echidna_nocturna","Echidna","Muraenidae","Anguilliformes","nocturnal","nocturnal",1,"",""
"1558","echidna peli","Echidna peli",FALSE,3643729,FALSE,"",1,"Echidna_peli","Echidna","Muraenidae","Anguilliformes","unclear","unknown",1,"",""
"1559","echiichthys vipera","Echiichthys vipera",FALSE,435192,FALSE,"",1,"Echiichthys_vipera","Echiichthys","Trachinidae","Perciformes/Percoidei","crepuscular/nocturnal","crepuscular",3,"",""
"1560","echinorhinus cookei","Echinorhinus cookei",FALSE,1026510,FALSE,"",1,"Echinorhinus_cookei","Echinorhinus","Echinorhinidae","Echinorhiniformes","diurnal","diurnal",4,"",""
"1561","echiodon dawsoni","Echiodon dawsoni",FALSE,3629875,FALSE,"",1,"Echiodon_dawsoni","Echiodon","Carapidae","Ophidiiformes","nocturnal","nocturnal",2,"",""
"1562","echiodon dentatus","Echiodon dentatus",FALSE,3629867,FALSE,"",1,"Echiodon_dentatus","Echiodon","Carapidae","Ophidiiformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"1563","echiodon exsilium","Echiodon exsilium",FALSE,3629873,FALSE,"",1,"Echiodon_exsilium","Echiodon","Carapidae","Ophidiiformes","nocturnal","nocturnal",1,"",""
"1564","echiophis punctifer","Echiophis punctifer",FALSE,81212,FALSE,"",1,"Echiophis_punctifer","Echiophis","Ophichthidae","Anguilliformes","diurnal","diurnal",1,"",""
"1565","economidichthys pygmaeus","Economidichthys pygmaeus",FALSE,542639,FALSE,"",1,"Economidichthys_pygmaeus","Economidichthys","Gobiidae","Gobiiformes","crepuscular/nocturnal","crepuscular",3,"",""
"1566","ecsenius lineatus","Ecsenius lineatus",FALSE,3639490,FALSE,"",1,"Ecsenius_lineatus","Ecsenius","Blenniidae","Blenniiformes","diurnal","diurnal",2,"",""
"1567","eigenmannia humboldtii","Eigenmannia humboldtii",FALSE,306919,FALSE,"",1,"Eigenmannia_humboldtii","Eigenmannia","Sternopygidae","Gymnotiformes","nocturnal","nocturnal",4,"",""
"1568","eigenmannia macrops","Eigenmannia macrops",FALSE,293634,FALSE,"",1,"Eigenmannia_macrops","Eigenmannia","Sternopygidae","Gymnotiformes","nocturnal","nocturnal",3,"","NEW_SPECIES"
"1569","eigenmannia trilineata","Eigenmannia trilineata",FALSE,528702,FALSE,"",1,"Eigenmannia_trilineata","Eigenmannia","Sternopygidae","Gymnotiformes","nocturnal","nocturnal",4,"","HIGHER_CONF"
"1570","eigenmannia virescens","Eigenmannia virescens",FALSE,437387,FALSE,"",1,"Eigenmannia_virescens","Eigenmannia","Sternopygidae","Gymnotiformes","nocturnal","nocturnal",5,"",""
"1571","ekemblemaria lira","Ekemblemaria lira",FALSE,3639165,FALSE,"",1,"Ekemblemaria_lira","Ekemblemaria","Chaenopsidae","Blenniiformes","diurnal","diurnal",1,"",""
"1572","ekemblemaria myersi","Ekemblemaria myersi",FALSE,210780,FALSE,"",1,"Ekemblemaria_myersi","Ekemblemaria","Chaenopsidae","Blenniiformes","diurnal","diurnal",1,"",""
"1573","elacatinus atronasus","Elacatinus atronasus",FALSE,601585,FALSE,"",1,"Elacatinus_atronasus","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1574","elacatinus cayman","Elacatinus cayman",FALSE,5860810,FALSE,"",1,"Elacatinus_cayman","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1575","elacatinus chancei","Elacatinus chancei",FALSE,638350,FALSE,"",1,"Elacatinus_chancei","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1576","elacatinus colini","Elacatinus colini",FALSE,3637493,FALSE,"",1,"Elacatinus_colini","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1577","elacatinus evelynae","Elacatinus evelynae",FALSE,638354,FALSE,"",1,"Elacatinus_evelynae","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1578","elacatinus figaro","Elacatinus figaro",FALSE,638357,FALSE,"",1,"Elacatinus_figaro","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1579","elacatinus genie","Elacatinus genie",FALSE,638360,FALSE,"",1,"Elacatinus_genie","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1580","elacatinus horsti","Elacatinus horsti",FALSE,638363,FALSE,"",1,"Elacatinus_horsti","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1581","elacatinus illecebrosus","Elacatinus illecebrosus",FALSE,601588,FALSE,"",1,"Elacatinus_illecebrosus","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1582","elacatinus lobeli","Elacatinus lobeli",FALSE,3637485,FALSE,"",1,"Elacatinus_lobeli","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1583","elacatinus louisae","Elacatinus louisae",FALSE,638366,FALSE,"",1,"Elacatinus_louisae","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1584","elacatinus oceanops","Elacatinus oceanops",FALSE,638369,FALSE,"",1,"Elacatinus_oceanops","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1585","elacatinus phthirophagus","Elacatinus phthirophagus",FALSE,3637480,FALSE,"",1,"Elacatinus_phthirophagus","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1586","elacatinus pridisi","Elacatinus pridisi",FALSE,3637489,FALSE,"",1,"Elacatinus_pridisi","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1587","elacatinus prochilos","Elacatinus prochilos",FALSE,638373,FALSE,"",1,"Elacatinus_prochilos","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1588","elacatinus randalli","Elacatinus randalli",FALSE,183039,FALSE,"",1,"Elacatinus_randalli","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1589","elacatinus saucrus","Tigrigobius saucrus",FALSE,721199,TRUE,"",1,"Tigrigobius_saucrus","Tigrigobius","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1590","elacatinus serranilla","Elacatinus serranilla",FALSE,3637478,FALSE,"",1,"Elacatinus_serranilla","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1591","elacatinus tenox","Elacatinus tenox",FALSE,3637491,FALSE,"",1,"Elacatinus_tenox","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1592","elacatinus xanthiprora","Elacatinus xanthiprora",FALSE,601596,FALSE,"",1,"Elacatinus_xanthiprora","Elacatinus","Gobiidae","Gobiiformes","diurnal","diurnal",1,"",""
"1593","elachocharax junki","Elachocharax junki",FALSE,3624719,FALSE,"",1,"Elachocharax_junki","Elachocharax","Crenuchidae","Characiformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"1594","elachocharax mitopterus","Elachocharax mitopterus",FALSE,3624714,FALSE,"",1,"Elachocharax_mitopterus","Elachocharax","Crenuchidae","Characiformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"1595","elachocharax pulcher","Elachocharax pulcher",FALSE,3624711,FALSE,"",1,"Elachocharax_pulcher","Elachocharax","Crenuchidae","Characiformes","nocturnal","nocturnal",1,"","NEW_SPECIES"
"1596","elagatis bipinnulata","Elagatis bipinnulata",FALSE,705026,FALSE,"",1,"Elagatis_bipinnulata","Elagatis","Carangidae","Carangiformes","diurnal","diurnal",2,"",""
"1597","elassoma evergladei","Elassoma evergladei",FALSE,313433,FALSE,"",1,"Elassoma_evergladei","Elassoma","Elassomatidae","Centrarchiformes","nocturnal","nocturnal",2,"",""
"1598","elassoma zonatum","Elassoma zonatum",FALSE,777473,FALSE,"",1,"Elassoma_zonatum","Elassoma","Elassomatidae","Centrarchiformes","unclear/nocturnal","nocturnal",2,"","NEW_SPECIES"
