Species,State,Activity,NocGeiger,ActNOC,DiuGeiger,ActDIU,Lit,Family,Order,Class
Hoplocercus_spinosus,DIU,2,2,0,2,0,Wiens and Etheridge 2003,Hoplocercidae,Pleurodonta,Lepidosauria
Morunasaurus_annularis,DIU,2,2,0,2,0,Wiens and Etheridge 2003,Hoplocercidae,Pleurodonta,Lepidosauria
Brachylophus_fasciatus,DIU,2,2,0,2,0,Zug 1991,Iguanidae,Pleurodonta,Lepidosauria
Dipsosaurus_dorsalis,DIU,2,2,0,2,0,Autumn et al 1999,Iguanidae,Pleurodonta,Lepidosauria
Sauromalus_ater,DIU,2,2,0,2,0,Nagy 1972,Iguanidae,Pleurodonta,Lepidosauria
Leiocephalus_schreibersii,DIU,2,2,0,2,0,Marcellini and Jenssen 1989,Leiocephalidae,Pleurodonta,Lepidosauria
Enyalius_leechii,DIU,2,2,0,2,0,Barreto-Lima 2009,Leiosauridae,Pleurodonta,Lepidosauria
Pristidactylus_torquatus,DIU,2,2,0,2,0,Labra and Rosenmann 1992,Leiosauridae,Pleurodonta,Lepidosauria
Urostrophus_vautieri,DIU,2,2,0,2,0,Henle and Knogge 2009,Leiosauridae,Pleurodonta,Lepidosauria
Liolaemus_bellii,DIU,2,2,0,2,0,Schulte et al 2004,Liolaemidae,Pleurodonta,Lepidosauria
Liolaemus_elongatus,DIU,2,2,0,2,0,Halloy et al 2007,Liolaemidae,Pleurodonta,Lepidosauria
Liolaemus_koslowskyi,DIU,2,2,0,2,0,Schulte et al 2004,Liolaemidae,Pleurodonta,Lepidosauria
Liolaemus_lemniscatus,DIU,2,2,0,2,0,Schulte et al 2004,Liolaemidae,Pleurodonta,Lepidosauria
Liolaemus_pictus,DIU,2,2,0,2,0,Schulte et al 2004,Liolaemidae,Pleurodonta,Lepidosauria
Liolaemus_pseudoanomalus,DIU,2,2,0,2,0,Schulte et al 2004,Liolaemidae,Pleurodonta,Lepidosauria
Liolaemus_ruibali,DIU,2,2,0,2,0,Azocar and Acosta 2011,Liolaemidae,Pleurodonta,Lepidosauria
Liolaemus_scapularis,DIU,2,2,0,2,0,Avila 2003,Liolaemidae,Pleurodonta,Lepidosauria
Phymaturus_palluma,DIU,2,2,0,2,0,Lobo et al 2012,Liolaemidae,Pleurodonta,Lepidosauria
Phymaturus_somuncurensis,DIU,2,2,0,2,0,Lobo et al 2012,Liolaemidae,Pleurodonta,Lepidosauria
Chalarodon_madagascariensis,DIU,2,2,0,2,0,Ramanamanjato 2007,Opluridae,Pleurodonta,Lepidosauria
Oplurus_cyclurus,DIU,2,2,0,2,0,Ikeuchi et al 2005,Opluridae,Pleurodonta,Lepidosauria
Callisaurus_draconoides,DIU,2,2,0,2,0,Smith 1995,Phrynosomatidae,Pleurodonta,Lepidosauria
Petrosaurus_mearnsi,DIU,2,2,0,2,0,Reeder and Wiens 1996,Phrynosomatidae,Pleurodonta,Lepidosauria
Phrynosoma_platyrhinos,DIU,2,2,0,2,0,Tanner and Krogh 1973,Phrynosomatidae,Pleurodonta,Lepidosauria
Phrynosoma_solare,DIU,2,2,0,2,0,Degenhardt et al 1996,Phrynosomatidae,Pleurodonta,Lepidosauria
Sceloporus_angustus,DIU,2,2,0,2,0,Reeder and Wiens 1996,Phrynosomatidae,Pleurodonta,Lepidosauria
Sceloporus_clarkii,DIU,2,2,0,2,0,Flesch et al 2010,Phrynosomatidae,Pleurodonta,Lepidosauria
Sceloporus_graciosus,DIU,2,2,0,2,0,Degenhardt et al 1996,Phrynosomatidae,Pleurodonta,Lepidosauria
Sceloporus_jarrovii,DIU,2,2,0,2,0,Smith 1995,Phrynosomatidae,Pleurodonta,Lepidosauria
Sceloporus_magister,DIU,2,2,0,2,0,Smith 1995,Phrynosomatidae,Pleurodonta,Lepidosauria
Sceloporus_undulatus,DIU,2,2,0,2,0,Smith 1995,Phrynosomatidae,Pleurodonta,Lepidosauria
Sceloporus_utiformis,DIU,2,2,0,2,0,Gienger et al 2002,Phrynosomatidae,Pleurodonta,Lepidosauria
Sceloporus_variabilis,DIU,2,2,0,2,0,Lee 2000,Phrynosomatidae,Pleurodonta,Lepidosauria
Uma_scoparia,DIU,2,2,0,2,0,Irschick and Jayne 1998,Phrynosomatidae,Pleurodonta,Lepidosauria
Urosaurus_graciosus,DIU,2,2,0,2,0,Smith 1995,Phrynosomatidae,Pleurodonta,Lepidosauria
Uta_stansburiana,DIU,2,2,0,2,0,Smith 1995,Phrynosomatidae,Pleurodonta,Lepidosauria
Polychrus_acutirostris,DIU,2,2,0,2,0,Hofling and Revous 2009,Polychrotidae,Pleurodonta,Lepidosauria
Tropidurus_etheridgei,DIU,2,2,0,2,0,Ferreira et al 2011,Tropiduridae,Pleurodonta,Lepidosauria
Tropidurus_hispidus,DIU,2,2,0,2,0,Ferreira et al 2011,Tropiduridae,Pleurodonta,Lepidosauria
Plica_plica,DIU,2,2,0,2,0,Vitt 1991,Tropiduridae,Pleurodonta,Lepidosauria
Tropidurus_spinulosus,DIU,2,2,0,2,0,Ferreira et al 2011,Tropiduridae,Pleurodonta,Lepidosauria
Uracentron_flaviceps,DIU,2,2,0,2,0,Schluter et al 2004,Tropiduridae,Pleurodonta,Lepidosauria
Sphenodon_punctatus,NOC,1,1,1,1,1,Saint-Girons 1980,Sphenodontidae,Rhyncocephalia,Lepidosauria
Chamaesaura_anguina,DIU,2,2,0,2,0,Spawls et al 2006,Cordylidae,Scincoidea,Lepidosauria
Cordylus_cataphractus,DIU,2,2,0,2,0,Branch 1988,Cordylidae,Scincoidea,Lepidosauria
Cordylus_cordylus,DIU,2,2,0,2,0,Branch 1988,Cordylidae,Scincoidea,Lepidosauria
Cordylus_jordani,DIU,2,2,0,2,0,Branch 1988,Cordylidae,Scincoidea,Lepidosauria
Cordylus_warreni,DIU,2,2,0,2,0,Branch 1988,Cordylidae,Scincoidea,Lepidosauria
Gerrhosaurus_skoogi,DIU,2,2,0,2,0,Branch 1988,Gerrhosauridae,Scincoidea,Lepidosauria
Cordylosaurus_subtessellatus,DIU,2,2,0,2,0,Branch 1998,Gerrhosauridae,Scincoidea,Lepidosauria
Gerrhosaurus_major,DIU,2,2,0,2,0,Branch 1988,Gerrhosauridae,Scincoidea,Lepidosauria
Gerrhosaurus_nigrolineatus,DIU,2,2,0,2,0,Branch 1988,Gerrhosauridae,Scincoidea,Lepidosauria
Tetradactylus_africanus,DIU,2,2,0,2,0,Branch 1998,Gerrhosauridae,Scincoidea,Lepidosauria
Tetradactylus_seps,DIU,2,2,0,2,0,Branch 1988,Gerrhosauridae,Scincoidea,Lepidosauria
Tetradactylus_tetradactylus,DIU,2,2,0,2,0,Branch 1988,Gerrhosauridae,Scincoidea,Lepidosauria
Amphiglossus_astrolabi,DIU,2,2,0,2,0,Glaw and Vences 1994,Scincidae,Scincoidea,Lepidosauria
Amphiglossus_macrocercus,NOC,1,1,1,1,1,Glaw and Vences 1994,Scincidae,Scincoidea,Lepidosauria
Madascincus_melanopleura,DIU,2,2,0,2,0,Glaw and Vences 1994,Scincidae,Scincoidea,Lepidosauria
Amphiglossus_melanurus,NOC,1,1,1,1,1,Glaw and Vences 1994,Scincidae,Scincoidea,Lepidosauria
Madascincus_mouroundavae,DIU,2,2,0,2,0,Glaw and Vences 1994,Scincidae,Scincoidea,Lepidosauria
Amphiglossus_ornaticeps,NOC,1,1,1,1,1,Glaw and Vences 1994,Scincidae,Scincoidea,Lepidosauria
Amphiglossus_punctatus,DIU,2,2,0,2,0,Glaw and Vences 1994,Scincidae,Scincoidea,Lepidosauria
Madascincus_stumpffi,NOC,1,1,1,1,1,Glaw and Vences 1994,Scincidae,Scincoidea,Lepidosauria
Calyptotis_scutirostrum,DIU,2,2,0,2,0,Lima et al 2000,Scincidae,Scincoidea,Lepidosauria
Chalcides_chalcides,ARR,3,1,1,2,0,Meiri et al 2011,Scincidae,Scincoidea,Lepidosauria
Chalcides_ocellatus,ARR,3,1,1,2,0,Meiri et al 2011,Scincidae,Scincoidea,Lepidosauria
Ctenotus_leonhardii,DIU,2,2,0,2,0,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Ctenotus_pantherinus,ARR,3,1,1,2,0,Meiri et al 2011,Scincidae,Scincoidea,Lepidosauria
Ctenotus_robustus,DIU,2,2,0,2,0,Griffiths 1997,Scincidae,Scincoidea,Lepidosauria
Egernia_whitii,DIU,2,2,0,2,0,Griffiths 1997,Scincidae,Scincoidea,Lepidosauria
Eremiascincus_richardsonii,NOC,1,1,1,1,1,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Eugongylus_rufescens,NOC,1,1,1,1,1,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Eulamprus_amplus,DIU,2,2,0,2,0,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Eulamprus_murrayi,DIU,2,2,0,2,0,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Eulamprus_quoyii,DIU,2,2,0,2,0,Griffiths 1997,Scincidae,Scincoidea,Lepidosauria
Eumeces_schneideri,DIU,2,2,0,2,0,Szczerbak 2003,Scincidae,Scincoidea,Lepidosauria
Glaphyromorphus_gracilipes,NOC,1,1,1,1,1,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Glaphyromorphus_isolepis,NOC,1,1,1,1,1,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Gnypetoscincus_queenslandiae,NOC,1,1,1,1,1,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Hemiergis_peronii,NOC,1,1,1,1,1,Meiri et al 2011,Scincidae,Scincoidea,Lepidosauria
Lamprolepis_smaragdina,DIU,2,2,0,2,0,Meiri et al 2011,Scincidae,Scincoidea,Lepidosauria
Lerista_bipes,NOC,1,1,1,1,1,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Lerista_bougainvillii,NOC,1,1,1,1,1,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Morethia_butleri,DIU,2,2,0,2,0,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Nangura_spinosa,DIU,2,2,0,2,0,Borsboom et al 2010,Scincidae,Scincoidea,Lepidosauria
Notoscincus_ornatus,DIU,2,2,0,2,0,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Proscelotes_eggeli,DIU,2,2,0,2,0,Spawls et al 2002,Scincidae,Scincoidea,Lepidosauria
Pygomeles_braconnieri,NOC,1,1,1,1,1,Glaw and Vences 1994,Scincidae,Scincoidea,Lepidosauria
Scelotes_gronovii,DIU,2,2,0,2,0,Withers 1981,Scincidae,Scincoidea,Lepidosauria
Scincus_scincus,DIU,2,2,0,2,0,Attum et al 2007,Scincidae,Scincoidea,Lepidosauria
Tiliqua_adelaidensis,DIU,2,2,0,2,0,Cogger 1992,Scincidae,Scincoidea,Lepidosauria
Typhlacontias_brevipes,NOC,1,1,1,1,1,Branch 1988,Scincidae,Scincoidea,Lepidosauria
Voeltzkowia_fierinensis,NOC,1,1,1,1,1,Glaw and Vences 1994,Scincidae,Scincoidea,Lepidosauria
Voeltzkowia_lineata,NOC,1,1,1,1,1,Ramanamanjato 2007,Scincidae,Scincoidea,Lepidosauria
Lepidophyma_mayae,DIU,2,2,0,2,0,Lee 2000,Xantusiidae,Scincoidea,Lepidosauria
Xantusia_vigilis,DIU,2,2,0,2,0,Stebbins 2003,Xantusiidae,Scincoidea,Lepidosauria
Acrochordus_granulatus,NOC,1,1,1,1,1,O'Shea 1996,Acrochordidae,Serpentes,Lepidosauria
Anilius_scytale,ARR,3,1,1,2,0,Schluter et al 2004,Aniliidae,Serpentes,Lepidosauria
Boa_constrictor,NOC,1,1,1,1,1,Lee 2000,Boidae,Serpentes,Lepidosauria
Candoia_carinata,NOC,1,1,1,1,1,O'Shea 1996,Boidae,Serpentes,Lepidosauria
Charina_bottae,CRE,4,1,1,2,0,Bartlett and Tennant 2000,Boidae,Serpentes,Lepidosauria
Corallus_hortulanus,NOC,1,1,1,1,1,Duellman 2005,Boidae,Serpentes,Lepidosauria
Epicrates_striatus,NOC,1,1,1,1,1,Schwartz and Henderson 1991,Boidae,Serpentes,Lepidosauria
Eryx_johnii,NOC,1,1,1,1,1,Whitaker 1978,Boidae,Serpentes,Lepidosauria
Casarea_dussumieri,NOC,1,1,1,1,1,Bullock 1986,Bolyeriidae,Serpentes,Lepidosauria
Ahaetulla_nasuta,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Amastridium_veliferum,ARR,3,1,1,2,0,Lee 2000,Colubridae,Serpentes,Lepidosauria
Amphiesma_stolatum,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Arizona_elegans,NOC,1,1,1,1,1,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Atretium_schistosum,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Boiga_irregularis,NOC,1,1,1,1,1,Cogger 2000,Colubridae,Serpentes,Lepidosauria
Chilomeniscus_stramineus,NOC,1,1,1,1,1,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Chionactis_occipitalis,NOC,1,1,1,1,1,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Chrysopelea_ornata,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Clelia_clelia,ARR,3,1,1,2,0,Lee 2000,Colubridae,Serpentes,Lepidosauria
Coelognathus_radiata,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Coluber_constrictor,DIU,2,2,0,2,0,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Conophis_lineatus,DIU,2,2,0,2,0,Lee 2000,Colubridae,Serpentes,Lepidosauria
Crotaphopeltis_tornieri,NOC,1,1,1,1,1,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Dasypeltis_atra,NOC,1,1,1,1,1,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Dendrelaphis_tristis,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Diadophis_punctatus,DIU,2,2,0,2,0,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Dipsadoboa_unicolor,NOC,1,1,1,1,1,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Dipsas_catesbyi,NOC,1,1,1,1,1,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Dispholidus_typus,DIU,2,2,0,2,0,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Drepanoides_anomalus,NOC,1,1,1,1,1,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Drymarchon_corais,DIU,2,2,0,2,0,Lee 2000,Colubridae,Serpentes,Lepidosauria
Drymobius_rhombifer,DIU,2,2,0,2,0,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Drymoluber_dichrous,DIU,2,2,0,2,0,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Dryocalamus_nympha,NOC,1,1,1,1,1,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Pantherophis_guttatus,NOC,1,1,1,1,1,Conant and Collins 1998,Colubridae,Serpentes,Lepidosauria
Euprepiophis_mandarina,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Farancia_abacura,NOC,1,1,1,1,1,Defina and Kennedy 1983,Colubridae,Serpentes,Lepidosauria
Grayia_smithii,DIU,2,2,0,2,0,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Gyalopion_canum,NOC,1,1,1,1,1,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Hapsidophrys_smaragdina,DIU,2,2,0,2,0,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Helicops_angulatus,NOC,1,1,1,1,1,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Heterodon_nasicus,DIU,2,2,0,2,0,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Hypsiglena_chlorophaea,NOC,1,1,1,1,1,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Imantodes_cenchoa,NOC,1,1,1,1,1,Lee 2000,Colubridae,Serpentes,Lepidosauria
Lampropeltis_pyromelana,DIU,2,2,0,2,0,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Leptodeira_septentrionalis,NOC,1,1,1,1,1,Lee 2000,Colubridae,Serpentes,Lepidosauria
Leptophis_ahaetulla,DIU,2,2,0,2,0,Lee 2000,Colubridae,Serpentes,Lepidosauria
Liophis_reginae,DIU,2,2,0,2,0,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Lycodon_laoensis,NOC,1,1,1,1,1,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Dinodon_rufozonatum,NOC,1,1,1,1,1,Goris and Maeda 2004,Colubridae,Serpentes,Lepidosauria
Masticophis_flagellum,DIU,2,2,0,2,0,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Natriciteres_olivacea,DIU,2,2,0,2,0,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Nerodia_sipedon,ARR,3,1,1,2,0,Oldfield and Moriarty 1994,Colubridae,Serpentes,Lepidosauria
Oligodon_arnensis,NOC,1,1,1,1,1,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Orthriophis_taeniurus,ARR,3,1,1,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Oxybelis_aeneus,DIU,2,2,0,2,0,Lee 2000,Colubridae,Serpentes,Lepidosauria
Oxyrhopus_petola,NOC,1,1,1,1,1,Lee 2000,Colubridae,Serpentes,Lepidosauria
Philodryas_viridissima,DIU,2,2,0,2,0,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Philothamnus_angolensis,DIU,2,2,0,2,0,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Phyllorhynchus_decurtatus,NOC,1,1,1,1,1,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Pituophis_catenifer,ARR,3,1,1,2,0,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Platyceps_ventromaculatus,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Psammodynastes_pulverulentus,ARR,3,1,1,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Psammophis_condanarus,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Pseudelaphe_flavirufa,NOC,1,1,1,1,1,Lee 2000,Colubridae,Serpentes,Lepidosauria
Pseudoxenodon_macrops,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Pseustes_sulphureus,DIU,2,2,0,2,0,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Ptyas_mucosa,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Rhabdophis_subminiatus,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Rhadinophis_prasina,DIU,2,2,0,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Rhinocheilus_lecontei,NOC,1,1,1,1,1,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Scaphiodontophis_annulatus,DIU,2,2,0,2,0,Lee 2000,Colubridae,Serpentes,Lepidosauria
Scaphiophis_albopunctatus,DIU,2,2,0,2,0,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Senticolis_triaspis,ARR,3,1,1,2,0,"Lee 2000, Brennan and Holycross 2006",Colubridae,Serpentes,Lepidosauria
Sibon_nebulatus,NOC,1,1,1,1,1,Lee 2000,Colubridae,Serpentes,Lepidosauria
Sibynophis_subpunctatus,ARR,3,1,1,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Siphlophis_cervinus,NOC,1,1,1,1,1,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Sonora_semiannulata,ARR,3,1,1,2,0,Brennan and Holycross 2006,Colubridae,Serpentes,Lepidosauria
Stenorrhina_freminvillei,NOC,1,1,1,1,1,Lee 2000,Colubridae,Serpentes,Lepidosauria
Thamnophis_marcianus,ARR,3,1,1,2,0,Lee 2000,Colubridae,Serpentes,Lepidosauria
Thamnophis_proximus,ARR,3,1,1,2,0,Lee 2000,Colubridae,Serpentes,Lepidosauria
Thelotornis_capensis,DIU,2,2,0,2,0,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Thrasops_jacksonii,DIU,2,2,0,2,0,Spawls et al. 2002,Colubridae,Serpentes,Lepidosauria
Tropidodipsas_sartorii,NOC,1,1,1,1,1,Lee 2000,Colubridae,Serpentes,Lepidosauria
Xenochrophis_piscator,ARR,3,1,1,2,0,Whitaker and Captain  2004,Colubridae,Serpentes,Lepidosauria
Xenopholis_scalaris,NOC,1,1,1,1,1,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Xenoxybelis_boulengeri,DIU,2,2,0,2,0,Duellman 2005,Colubridae,Serpentes,Lepidosauria
Acanthophis_antarcticus,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Austrelaps_superbus,ARR,3,1,1,2,0,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Bungarus_fasciatus,NOC,1,1,1,1,1,Whitaker and Captain  2004,Elapidae,Serpentes,Lepidosauria
Cacophis_squamulosus,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Demansia_psammophis,DIU,2,2,0,2,0,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Dendroaspis_polylepis,DIU,2,2,0,2,0,Spawls et al. 2002,Elapidae,Serpentes,Lepidosauria
Denisonia_devisi,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Drysdalia_coronoides,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Echiopsis_atriceps,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Elapsoidea_nigra,NOC,1,1,1,1,1,Spawls et al. 2002,Elapidae,Serpentes,Lepidosauria
Enhydrina_schistosa,ARR,3,1,1,2,0,Whitaker and Captain  2004,Elapidae,Serpentes,Lepidosauria
Furina_diadema,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Hemiaspis_signata,ARR,3,1,1,2,0,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Hoplocephalus_bitorquatus,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Hydrophis_ornatus,NOC,1,1,1,1,1,Whitaker and Captain  2004,Elapidae,Serpentes,Lepidosauria
Micrurus_fulvius,DIU,2,2,0,2,0,Conant and Collins 1998,Elapidae,Serpentes,Lepidosauria
Naja_naja,ARR,3,1,1,2,0,Whitaker and Captain  2004,Elapidae,Serpentes,Lepidosauria
Notechis_scutatus,ARR,3,1,1,2,0,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Oxyuranus_scutellatus,ARR,3,1,1,2,0,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Pseudechis_australis,ARR,3,1,1,2,0,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Pseudonaja_textilis,DIU,2,2,0,2,0,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Rhinoplocephalus_bicolor,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Simoselaps_calonotus,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Sinomicrurus_macclellandi,NOC,1,1,1,1,1,Whitaker and Captain  2004,Elapidae,Serpentes,Lepidosauria
Suta_spectabilis,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Tropidechis_carinatus,NOC,1,1,1,1,1,Cogger 2000,Elapidae,Serpentes,Lepidosauria
Cantoria_violacea,NOC,1,1,1,1,1,Whitaker and Captain  2004,Homalopsidae,Serpentes,Lepidosauria
Cerberus_rynchops,NOC,1,1,1,1,1,Whitaker 1978,Homalopsidae,Serpentes,Lepidosauria
Enhydris_enhydris,DIU,2,2,0,2,0,Whitaker and Captain  2004,Homalopsidae,Serpentes,Lepidosauria
Fordonia_leucobalia,NOC,1,1,1,1,1,Cogger 2000,Homalopsidae,Serpentes,Lepidosauria
Gerarda_prevostiana,NOC,1,1,1,1,1,Whitaker and Captain  2004,Homalopsidae,Serpentes,Lepidosauria
Amblyodipsas_polylepis,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Aparallactus_capensis,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Atractaspis_microlepidota,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Bothrophthalmus_lineatus,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Buhoma_procterae,DIU,2,2,0,2,0,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Duberria_lutrix,DIU,2,2,0,2,0,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Gonionotophis_brussauxi,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Hemirhagerrhis_kelleri,DIU,2,2,0,2,0,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Hormonotus_modestus,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Lamprophis_fuliginosus,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Lycophidion_capense,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Mehelya_capensis,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Micrelaps_bicoloratus,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Polemon_collaris,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Prosymna_meleagris,NOC,1,1,1,1,1,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Psammophis_angolensis,DIU,2,2,0,2,0,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Psammophylax_tritaeniatus,DIU,2,2,0,2,0,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Rhamphiophis_oxyrhynchus,DIU,2,2,0,2,0,Spawls et al. 2002,Lamprophiidae,Serpentes,Lepidosauria
Leptotyphlops_humilis,NOC,1,1,1,1,1,Conant and Collins 1998,Leptotphlopidae,Serpentes,Lepidosauria
Leptotyphlops_goudotii,NOC,1,1,1,1,1,Lee 2000,Leptotyphlopidae,Serpentes,Lepidosauria
Loxocemus_bicolor,NOC,1,1,1,1,1,Savage 2002,Loxocemidae,Serpentes,Lepidosauria
Pareas_macularius,NOC,1,1,1,1,1,Whitaker and Captain  2004,Pareatidae,Serpentes,Lepidosauria
Aspidites_melanocephalus,NOC,1,1,1,1,1,Cogger 2000,Pythonidae,Serpentes,Lepidosauria
Morelia_viridis,NOC,1,1,1,1,1,Cogger 1992,Pythonidae,Serpentes,Lepidosauria
Liasis_fuscus,NOC,1,1,1,1,1,Cogger 2000,Pythonidae,Serpentes,Lepidosauria
Python_molurus,NOC,1,1,1,1,1,Whitaker and Captain  2004,Pythonidae,Serpentes,Lepidosauria
Tropidophis_haetianus,NOC,1,1,1,1,1,Schwartz and Henderson 1991,Tropidophiidae,Serpentes,Lepidosauria
