Species,State,Activity,NocGeiger,ActNOC,DiuGeiger,ActDIU,Lit,Family,Order,Class
Pycnonotus_barbatus,DIU,2,2,0,2,0,Cramp 1988,Pycnonotidae,Passeriformes,Aves
Regulus_calendula,DIU,2,2,0,2,0,Farley 1993,Regulidae,Passeriformes,Aves
Regulus_regulus,DIU,2,2,0,2,0,Brooke 1977,Regulidae,Passeriformes,Aves
Regulus_satrapa,DIU,2,2,0,2,0,Heinrich 2003,Regulidae,Passeriformes,Aves
Anthoscopus_minutus,DIU,2,2,0,2,0,Fry et al 2000,Remizidae,Passeriformes,Aves
Remiz_pendulinus,DIU,2,2,0,2,0,Cramp 1993,Remizidae,Passeriformes,Aves
Pteroptochos_tarnii,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Rhinocryptidae,Passeriformes,Aves
Scytalopus_magellanicus,DIU,2,2,0,2,0,Estades and Temple 1999,Rhinocryptidae,Passeriformes,Aves
Rhipidura_fuliginosa,DIU,2,2,0,2,0,Eyre et al 2009,Rhipiduridae,Passeriformes,Aves
Sitta_canadensis,DIU,2,2,0,2,0,La 2012,Sittidae,Passeriformes,Aves
Elminia_nigromitrata,DIU,2,2,0,2,0,Beier et al 2002,Stenostiridae,Passeriformes,Aves
Acridotheres_tristis,DIU,2,2,0,2,0,La 2012,Sturnidae,Passeriformes,Aves
Lamprotornis_purpuroptera,DIU,2,2,0,2,0,Fry et al 2000,Sturnidae,Passeriformes,Aves
Onychognathus_fulgidus,DIU,2,2,0,2,0,Fry et al 2000,Sturnidae,Passeriformes,Aves
Poeoptera_lugubris,DIU,2,2,0,2,0,Fry et al 2000,Sturnidae,Passeriformes,Aves
Sturnus_vulgaris,DIU,2,2,0,2,0,Cramp and Perrins 1994a,Sturnidae,Passeriformes,Aves
Sylvia_cantillans,DIU,2,2,0,2,0,Brooke 1977,Sylviidae,Passeriformes,Aves
Sylvia_communis,DIU,2,2,0,2,0,Brooke 1977,Sylviidae,Passeriformes,Aves
Sylvia_curruca,DIU,2,2,0,2,0,Brooke 1977,Sylviidae,Passeriformes,Aves
Sylvia_nana,DIU,2,2,0,2,0,Cramp 1992,Sylviidae,Passeriformes,Aves
Sylvia_nisoria,DIU,2,2,0,2,0,Brooke 1977,Sylviidae,Passeriformes,Aves
Cercomacra_cinerascens,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Thamnophilidae,Passeriformes,Aves
Thamnophilus_nigrocinereus,DIU,2,2,0,2,0,del Hoyo et al 2003,Thamnophilidae,Passeriformes,Aves
Tiaris_canorus,DIU,2,2,0,2,0,Gavrilov 2014,Thraupidae,Passeriformes,Aves
Erpornis_zantholeuca,DIU,2,2,0,2,0,Timmins and Vongkhamheng 1996,Timaliidae,Passeriformes,Aves
Turdoides_plebejus,DIU,2,2,0,2,0,Fry et al 2000,Timaliidae,Passeriformes,Aves
Tityra_semifasciata,DIU,2,2,0,2,0,Skutch 1946,Tityridae,Passeriformes,Aves
Cistothorus_palustris,DIU,2,2,0,2,0,La 2012,Troglodytidae,Passeriformes,Aves
Cistothorus_platensis,DIU,2,2,0,2,0,La 2012,Troglodytidae,Passeriformes,Aves
Troglodytes_aedon,DIU,2,2,0,2,0,Hendricks and Hendricks 1995,Troglodytidae,Passeriformes,Aves
Troglodytes_troglodytes,DIU,2,2,0,2,0,Gavrilov 2014,Troglodytidae,Passeriformes,Aves
Catharus_bicknelli,DIU,2,2,0,2,0,La 2012,Turdidae,Passeriformes,Aves
Catharus_fuscescens,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Turdidae,Passeriformes,Aves
Catharus_guttatus,DIU,2,2,0,2,0,La 2012,Turdidae,Passeriformes,Aves
Catharus_minimus,DIU,2,2,0,2,0,La 2012,Turdidae,Passeriformes,Aves
Catharus_ustulatus,DIU,2,2,0,2,0,Fuchs et al 2006,Turdidae,Passeriformes,Aves
Hylocichla_mustelina,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Turdidae,Passeriformes,Aves
Turdus_merula,DIU,2,2,0,2,0,Brooke 1977,Turdidae,Passeriformes,Aves
Turdus_migratorius,DIU,2,2,0,2,0,Knowlton et al. 1909,Turdidae,Passeriformes,Aves
Turdus_philomelos,DIU,2,2,0,2,0,Brooke 1977,Turdidae,Passeriformes,Aves
Contopus_cooperi,DIU,2,2,0,2,0,La 2012,Tyrannidae,Passeriformes,Aves
Contopus_sordidulus,DIU,2,2,0,2,0,La 2012,Tyrannidae,Passeriformes,Aves
Contopus_virens,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Tyrannidae,Passeriformes,Aves
Empidonax_minimus,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Tyrannidae,Passeriformes,Aves
Empidonax_traillii,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Tyrannidae,Passeriformes,Aves
Mecocerculus_leucophrys,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Tyrannidae,Passeriformes,Aves
Mionectes_macconnelli,DIU,2,2,0,2,0,Reynaud 1998,Tyrannidae,Passeriformes,Aves
Myiodynastes_maculatus,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Tyrannidae,Passeriformes,Aves
Myiornis_ecaudatus,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Tyrannidae,Passeriformes,Aves
Pitangus_sulphuratus,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Tyrannidae,Passeriformes,Aves
Pseudocolopteryx_acutipennis,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Tyrannidae,Passeriformes,Aves
Pyrocephalus_rubinus,DIU,2,2,0,2,0,La 2012,Tyrannidae,Passeriformes,Aves
Tachuris_rubrigastra,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Tyrannidae,Passeriformes,Aves
Tyrannus_dominicensis,DIU,2,2,0,2,0,La 2012,Tyrannidae,Passeriformes,Aves
Tyrannus_forficatus,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Tyrannidae,Passeriformes,Aves
Tyrannus_tyrannus,DIU,2,2,0,2,0,Murphy et al 2008,Tyrannidae,Passeriformes,Aves
Vanga_curvirostris,DIU,2,2,0,2,0,Jenkins et al 2012,Vangidae,Passeriformes,Aves
Vidua_macroura,DIU,2,2,0,2,0,Fry and Keith 2004,Viduidae,Passeriformes,Aves
Vidua_paradisaea,DIU,2,2,0,2,0,Fry and Keith 2004,Viduidae,Passeriformes,Aves
Vireo_griseus,DIU,2,2,0,2,0,La 2012,Vireonidae,Passeriformes,Aves
Vireo_olivaceus,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Vireonidae,Passeriformes,Aves
Vireo_philadelphicus,DIU,2,2,0,2,0,Robinson 1981,Vireonidae,Passeriformes,Aves
Zosterops_abyssinicus,DIU,2,2,0,2,0,Fry et al 2000,Zosteropidae,Passeriformes,Aves
Zosterops_senegalensis,DIU,2,2,0,2,0,Kalinganire et al 2001,Zosteropidae,Passeriformes,Aves
Anhinga_anhinga,DIU,2,2,0,2,0,del Hoyo et al 1992a,Anhingidae,Pelecaniformes,Aves
Ardea_herodias,ARR,3,1,1,2,0,Gilliard 1958,Ardeidae,Pelecaniformes,Aves
Balaeniceps_rex,DIU,2,2,0,2,0,del Hoyo et al 1992,Balaenicipitidae,Pelecaniformes,Aves
Pelecanus_occidentalis,DIU,2,2,0,2,0,Gilliard 1958,Pelecanidae,Pelecaniformes,Aves
Phaethon_rubricauda,DIU,2,2,0,2,0,del Hoyo et al 1992a,Phaethontidae,Pelecaniformes,Aves
Scopus_umbretta,DIU,2,2,0,2,0,del Hoyo et al 1992a,Scopidae,Pelecaniformes,Aves
Fregata_magnificens,DIU,2,2,0,2,0,Cramp and Simmons 1977,Sulidae,Pelecaniformes,Aves
Phoenicopterus_ruber,ARR,3,1,1,2,0,Barruel 1973,Phoenicopteridae,Phoenicopteriformes,Aves
Bucorvus_cafer,DIU,2,2,0,2,0,Fry et al 1988,Bucerotidae,Piciformes,Aves
Tockus_erythrorhynchus,DIU,2,2,0,2,0,Fry et al 1988,Bucerotidae,Piciformes,Aves
Baeopogon_indicator,DIU,2,2,0,2,0,Gilliard 1958,Indicatoridae,Piciformes,Aves
Indicator_minor,DIU,2,2,0,2,0,Fry et al 1988,Indicatoridae,Piciformes,Aves
Trachyphonus_darnaudii,DIU,2,2,0,2,0,Fry et al 1988,Lybiidae,Piciformes,Aves
Tricholaema_diademata,DIU,2,2,0,2,0,Fry et al 1988,Lybiidae,Piciformes,Aves
Megalaima_virens,DIU,2,2,0,2,0,Grimmett et al 1999,Megalaimidae,Piciformes,Aves
Dendrocopos_leucotos,DIU,2,2,0,2,0,Palmgren 1949,Picidae,Piciformes,Aves
Dendrocopos_major,DIU,2,2,0,2,0,Palmgren 1949,Picidae,Piciformes,Aves
Dendrocopos_medius,DIU,2,2,0,2,0,Pechacek 2005,Picidae,Piciformes,Aves
Dendropicos_fuscescens,DIU,2,2,0,2,0,Barruel 1973,Picidae,Piciformes,Aves
Dryocopus_martius,DIU,2,2,0,2,0,Palmgren 1949,Picidae,Piciformes,Aves
Geocolaptes_olivaceus,DIU,2,2,0,2,0,Fry et al 1988,Picidae,Piciformes,Aves
Jynx_torquilla,DIU,2,2,0,2,0,Barruel 1973,Picidae,Piciformes,Aves
Melanerpes_erythrocephalus,DIU,2,2,0,2,0,La 2012,Picidae,Piciformes,Aves
Melanerpes_uropygialis,DIU,2,2,0,2,0,Barruel 1973,Picidae,Piciformes,Aves
Nesoctites_micromegas,DIU,2,2,0,2,0,Barruel 1973,Picidae,Piciformes,Aves
Picoides_tridactylus,DIU,2,2,0,2,0,Pechacek 2005,Picidae,Piciformes,Aves
Sphyrapicus_nuchalis,DIU,2,2,0,2,0,La 2012,Picidae,Piciformes,Aves
Sphyrapicus_ruber,DIU,2,2,0,2,0,La 2012,Picidae,Piciformes,Aves
Sphyrapicus_varius,DIU,2,2,0,2,0,Knowlton et al. 1909,Picidae,Piciformes,Aves
Andigena_laminirostris,DIU,2,2,0,2,0,Gilliard 1958,Ramphastidae,Piciformes,Aves
Aulacorhynchus_prasinus,DIU,2,2,0,2,0,Gilliard 1958,Ramphastidae,Piciformes,Aves
Ramphastos_sulfuratus,DIU,2,2,0,2,0,Gilliard 1958,Ramphastidae,Piciformes,Aves
Aechmophorus_occidentalis,DIU,2,2,0,2,0,La 2012,Podicipedidae,Podicipediformes,Aves
Podilymbus_podiceps,DIU,2,2,0,2,0,La 2012,Podicipedidae,Podicipediformes,Aves
Phoebastria_nigripes,ARR,3,1,1,2,0,del Hoyo et al 1992,Diomedeidae,Procellariformes,Aves
Hydrobates_pelagicus,ARR,3,1,1,2,0,Albores-Barajas et al 2011,Hydrobatidae,Procellariformes,Aves
Oceanodroma_castro,NOC,1,1,1,1,1,La 2012,Hydrobatidae,Procellariformes,Aves
Pelagodroma_marina,NOC,1,1,1,1,1,Gilliard 1958,Hydrobatidae,Procellariformes,Aves
Pelecanoides_urinatrix,NOC,1,1,1,1,1,del Hoyo et al 1992a,Pelecanoididae,Procellariformes,Aves
Fulmarus_glacialis,ARR,3,1,1,2,0,Furness and Todd 1984,Procellariidae,Procellariformes,Aves
Pterodroma_hypoleuca,NOC,1,1,1,1,1,La 2012,Procellariidae,Procellariformes,Aves
Pterodroma_sandwichensis,NOC,1,1,1,1,1,La 2012,Procellariidae,Procellariformes,Aves
Puffinus_griseus,DIU,2,2,0,2,0,Barruel 1973,Procellariidae,Procellariformes,Aves
Cacatua_galerita,DIU,2,2,0,2,0,Gilliard 1958,Cacatuidae,Psittaciformes,Aves
Cacatua_sulphurea,DIU,2,2,0,2,0,del Hoyo et al 1997,Cacatuidae,Psittaciformes,Aves
Nymphicus_hollandicus,DIU,2,2,0,2,0,Luescher 2006,Cacatuidae,Psittaciformes,Aves
Nestor_notabilis,ARR,3,1,1,2,0,Gilliard 1958,Nestoridae,Psittaciformes,Aves
Agapornis_lilianae,DIU,2,2,0,2,0,Fry et al 1988,Psittacidae,Psittaciformes,Aves
Agapornis_taranta,DIU,2,2,0,2,0,Fry et al 1988,Psittacidae,Psittaciformes,Aves
Anodorhynchus_hyacinthinus,DIU,2,2,0,2,0,Gilliard 1958,Psittacidae,Psittaciformes,Aves
Anodorhynchus_leari,DIU,2,2,0,2,0,Luescher 2006,Psittacidae,Psittaciformes,Aves
Ara_chloropterus,DIU,2,2,0,2,0,Knowlton et al. 1909,Psittacidae,Psittaciformes,Aves
Bolborhynchus_lineola,DIU,2,2,0,2,0,Luescher 2006,Psittacidae,Psittaciformes,Aves
Corythaeola_cristata,DIU,2,2,0,2,0,Fry et al 1988,Psittacidae,Psittaciformes,Aves
Poicephalus_robustus,DIU,2,2,0,2,0,Fry et al 1988,Psittacidae,Psittaciformes,Aves
Psittacus_erithacus,DIU,2,2,0,2,0,Fry et al 1988,Psittacidae,Psittaciformes,Aves
Agapornis_roseicollis,DIU,2,2,0,2,0,Gavrilov 2014,Psittaculidae,Psittaciformes,Aves
Eos_squamata,DIU,2,2,0,2,0,Gilliard 1958,Psittaculidae,Psittaciformes,Aves
Loriculus_stigmatus,DIU,2,2,0,2,0,Gilliard 1958,Psittaculidae,Psittaciformes,Aves
Melopsittacus_undulatus,DIU,2,2,0,2,0,Luescher 2006,Psittaculidae,Psittaciformes,Aves
Pezoporus_occidentalis,NOC,1,1,1,1,1,Knowlton et al. 1909,Psittaculidae,Psittaciformes,Aves
Trichoglossus_chlorolepidotus,DIU,2,2,0,2,0,Eyre et al 2009,Psittaculidae,Psittaciformes,Aves
Trichoglossus_haematodus,DIU,2,2,0,2,0,Eyre et al 2009,Psittaculidae,Psittaciformes,Aves
Coracopsis_vasa,DIU,2,2,0,2,0,Gilliard 1958,Psittrichasiidae,Psittaciformes,Aves
Rhea_americana,DIU,2,2,0,2,0,del Hoyo et al 1992a,Rheidae,Rheiformes,Aves
Spheniscus_humboldti,DIU,2,2,0,2,0,Culik and LunaJorquera 1997,Spheniscidae,Sphenisciformes,Aves
Aegolius_acadicus,NOC,1,1,1,1,1,La 2012,Strigidae,Strigiformes,Aves
Asio_otus,NOC,1,1,1,1,1,Hecht and Pirenne 1940,Strigidae,Strigiformes,Aves
Bubo_bubo,NOC,1,1,1,1,1,Penteriani et al 2007,Strigidae,Strigiformes,Aves
Glaucidium_brasilianum,NOC,1,1,1,1,1,La 2012,Strigidae,Strigiformes,Aves
Glaucidium_capense,NOC,1,1,1,1,1,Knowlton et al. 1909,Strigidae,Strigiformes,Aves
Ketupa_zeylonensis,NOC,1,1,1,1,1,Knowlton et al. 1909,Strigidae,Strigiformes,Aves
Megascops_asio,NOC,1,1,1,1,1,La 2012,Strigidae,Strigiformes,Aves
Megascops_trichopsis,NOC,1,1,1,1,1,La 2012,Strigidae,Strigiformes,Aves
Otus_flammeolus,NOC,1,1,1,1,1,La 2012,Strigidae,Strigiformes,Aves
Otus_scops,NOC,1,1,1,1,1,Parejo et al 2009 ,Strigidae,Strigiformes,Aves
Strix_aluco,NOC,1,1,1,1,1,Martin 1977,Strigidae,Strigiformes,Aves
Surnia_ulula,NOC,1,1,1,1,1,Fidler et al 2004,Strigidae,Strigiformes,Aves
Tyto_alba,NOC,1,1,1,1,1,Cramp 1985,Tytonidae,Strigiformes,Aves
Crypturellus_soui,DIU,2,2,0,2,0,Skutch 1963,Tinamidae,Tinamiformes,Aves
Crypturellus_variegatus,DIU,2,2,0,2,0,Skutch 1963,Tinamidae,Tinamiformes,Aves
Tinamus_major,DIU,2,2,0,2,0,Skutch 1963,Tinamidae,Tinamiformes,Aves
Apaloderma_narina,DIU,2,2,0,2,0,Fry et al 1988,Trogonidae,Trogoniformes,Aves
Trogon_elegans,DIU,2,2,0,2,0,La 2012,Trogonidae,Trogoniformes,Aves
Trogon_personatus,DIU,2,2,0,2,0,Barruel 1973,Trogonidae,Trogoniformes,Aves
